word|punctuation_before|pause_before|f0_mean|f0_range|f0_birange|f0_sd|i0_mean|i0_range|i0_birange|i0_sd|speech_rate_norm
commercial||0.0|-2.9494|3.6495|3.6495|0.9799|0.3889|20.2706|20.2706|6.4215|0.1867
air||0.0|-2.8715|2.0255|3.6495|0.6007|3.0548|14.6075|20.2706|4.6357|-0.074
transport||0.0|-4.1436|6.5229|7.2774|1.1164|-0.9779|21.6522|21.6522|7.6283|-0.6204
you|.|0.0|-2.5277|2.018|7.9414|0.5693|5.8346|5.6716|21.6985|2.3693|1.7699
notice||0.0|0.8802|5.1749|6.2884|1.8158|2.8694|14.2123|15.2343|5.0758|0.82
here's||0.0|-2.8896|7.7016|10.3614|2.5711|1.4924|13.2371|14.2123|5.0929|1.7699
a||0.0|-4.903|2.2316|7.7016|0.774|2.2733|9.3018|13.2371|2.9773|1.7699
big||0.0|-1.2578|9.9442|9.9442|3.5085|4.1516|9.6768|12.396|2.9525|-0.7843
jump||0.0|-1.6498|4.2106|9.9442|0.8862|2.1428|22.8192|22.8192|5.8696|-0.8688
when||0.0|-2.5463|2.909|4.2106|1.0084|1.1011|20.1761|22.8192|7.2225|0.1445
i||0.0|-1.706|0.5448|2.909|0.1918|7.1803|1.2519|21.0047|0.4583|2.9309
was||0.0|-3.1998|3.2802|3.535|1.1817|3.2264|5.9524|7.7618|1.9643|1.0733
a||0.0|-2.7901|2.7939|3.3204|0.9905|4.1835|6.1298|7.1606|2.1496|2.9309
little||0.0|-2.358|1.6557|2.9829|0.4931|2.5724|17.3792|17.3792|5.9494|0.6089
kid||0.0|-3.2102|11.074|11.074|3.7138|-2.7528|21.0045|21.0045|7.0668|-1.1971
and||0.0|0.0|0.0|11.074|0.0|0.0|0.0|21.0045|0.0|0.0
i||0.0|0.0|0.0|0.0|0.0|5.7774|4.2114|7.2277|1.2997|0.0
think||0.0|14.2478|3.3576|15.5804|1.2512|-0.4285|19.1979|19.1979|6.2995|-0.3863
that||0.0|12.3421|6.7464|6.7464|2.0001|3.2494|21.1537|21.1537|5.7484|-0.074
had||0.0|9.7727|5.286|8.8276|1.8597|2.5874|15.9887|21.5024|5.0741|-0.3863
something||0.0|4.1834|7.6097|13.0614|1.795|0.806|13.8055|16.437|5.0219|0.9834
to||0.0|2.6877|4.569|7.6097|1.3263|6.5242|9.25|13.8055|2.7382|1.0733
do||0.0|-1.5499|3.8693|8.6072|0.9951|5.453|11.1016|11.6852|3.1747|-1.1074
with||0.0|-4.0219|4.3249|6.3355|1.2526|2.1456|16.5803|17.682|4.5452|-0.1651
giving||0.0|-0.5941|5.1849|7.9445|1.3656|4.0883|16.3318|18.739|4.1549|0.0846
me||0.0|-0.3192|1.3918|5.1849|0.2573|5.9353|2.6601|16.3318|0.9321|0.0284
the||0.0|-3.2197|4.1664|5.9097|1.2778|2.7526|11.2494|12.0415|3.2267|1.0733
courage||0.0|-7.4025|16.4435|16.7277|5.8165|0.3863|22.596|22.596|6.4384|-0.6414
to||0.0|-0.6531|3.1345|18.9158|1.2588|3.9895|14.6492|23.0229|5.1599|1.3829
go||0.0|-1.1748|2.3351|3.5398|0.6612|2.8903|16.6757|17.7069|5.7587|-0.4466
out||0.0|-0.6032|0.9386|2.843|0.3112|5.4634|8.425|16.6757|2.6997|0.4303
and||0.0|-1.2188|2.5498|2.5498|0.67|1.7864|11.9799|15.1194|3.5344|0.4303
try||0.0|2.7369|7.075|8.5774|2.1056|2.2418|17.9712|17.9712|6.0635|-0.8143
something||0.0|8.6537|8.8934|13.4331|2.5687|0.8924|17.9668|19.0687|5.308|-0.2719
that||0.56|1.13|3.1294|13.1203|1.148|6.1246|6.8509|20.2548|2.2893|-0.3863
other||0.0|3.1981|2.4862|4.9921|0.7314|5.7715|11.1677|11.1826|3.5717|0.82
people||0.0|2.6436|5.9549|5.9549|1.7064|-0.0911|18.9543|20.4904|6.5382|-0.0244
weren't||0.0|0.22|2.9668|6.5297|0.906|1.6933|18.7424|18.9543|5.2307|0.82
having||0.33|12.0594|4.8347|15.9129|1.4087|6.5361|6.8275|20.0988|1.6244|0.0284
the||0.0|8.6174|0.4007|5.6076|0.1282|4.6296|9.7833|11.6812|2.95|2.2675
courage||0.0|9.5799|7.3431|7.3431|2.0112|-2.2456|19.7088|19.9359|6.9842|0.1867
to||0.0|7.8537|4.4022|9.1696|1.257|-2.9244|21.3386|22.611|7.8724|0.82
try||0.0|-0.6962|11.0098|15.8364|3.4008|0.6046|23.0832|23.2929|6.1224|-0.9391
well|.|0.91|2.1308|2.6236|11.0098|0.6709|5.2735|11.4033|24.6363|3.8803|-0.6414
what|,|0.0|3.4209|3.2442|3.7829|1.2085|6.9869|7.0217|11.4033|2.1124|0.4303
did||0.0|2.3219|3.8488|4.2811|1.2393|4.1345|10.7742|10.7742|3.2485|0.1445
i||0.0|0.879|0.5673|3.8488|0.1691|7.8217|3.008|10.7742|1.1602|1.7699
do||0.0|2.4431|7.1598|7.1598|2.7245|5.7839|8.5191|8.7599|3.2758|-0.2466
when||0.0|-0.3189|7.1487|8.9098|2.4046|6.7398|5.3349|8.5191|1.6998|0.1445
i||0.0|-3.1744|0.6648|7.1487|0.2414|5.5042|1.0521|5.3349|0.2997|2.9309
was||0.0|-3.1545|1.867|1.867|0.579|3.4918|4.9975|5.6704|1.6751|0.6089
a||0.0|-3.3157|5.3807|5.3807|1.7501|4.239|12.1331|12.1331|3.9181|1.3829
kid||0.0|-11.1983|10.3005|15.958|3.432|-3.1173|23.0218|23.0218|6.8957|-1.0497
i|?|0.0|-3.0908|0.5612|14.8515|0.1859|4.4071|15.2653|23.0218|5.1962|0.6089
didn't||0.0|-0.9728|3.8897|4.0884|1.133|5.6567|7.6573|15.2918|2.0309|-0.718
do||0.0|0.6877|3.7118|5.2747|1.2149|7.7174|6.9081|8.5079|2.0803|0.6089
the||0.0|-1.6376|4.6874|6.6187|1.388|4.8843|8.2978|9.7702|2.938|0.82
hotrods||0.0|-2.8278|4.0943|5.1238|0.8028|2.497|19.461|19.461|5.5896|-0.7523
and||0.0|-3.2858|0.6139|4.0943|0.1963|2.3116|7.2873|19.461|2.3105|1.3829
the||0.0|-4.9826|2.1286|3.1238|0.762|4.2835|5.4204|8.6236|1.7525|1.7699
girls||0.0|-4.1667|3.6442|3.6442|1.11|3.9981|13.7282|13.7282|4.0105|-1.0497
and||0.0|-3.421|1.2546|3.9444|0.4071|1.9358|8.5323|13.7282|2.8857|1.0733
the||0.0|-4.0645|1.6182|2.1817|0.4216|4.0266|4.9985|8.6706|1.4201|1.0733
dancing||0.0|-3.6193|5.0273|5.0273|0.9349|2.7803|13.2119|13.2119|4.0992|-0.5758
and||0.0|-3.6721|0.983|5.0273|0.2384|5.4825|5.1842|13.6155|1.5642|-0.4466
well|,|0.0|-2.5811|0.8391|1.7468|0.2396|5.7656|5.369|5.3873|1.4185|-0.2466
we|,|0.0|-3.2689|0.2528|1.1451|0.0689|5.3425|0.9603|5.369|0.2907|1.3829
didn't||0.0|-4.4554|2.0764|2.4264|0.6324|3.8668|4.7343|4.9715|1.3288|-0.074
have||0.0|-5.8894|3.7452|4.5491|1.531|3.1021|7.5057|7.5057|2.8007|0.4303
drugs||0.0|-6.0933|6.9422|6.9422|2.0075|2.8884|11.4835|11.4835|3.5643|-0.8936
in||0.0|-6.2769|2.741|6.9422|0.8607|1.9732|6.0653|11.4835|1.8062|0.4303
those||0.0|-5.972|4.0077|4.0077|1.3701|2.7346|9.5909|9.5909|3.2888|-0.5016
days||0.0|-6.4545|2.729|4.0077|0.7694|1.3867|12.268|12.4923|3.4919|-0.7523
but|.|0.0|-2.0706|3.7565|6.6579|1.2492|1.3182|21.1206|21.1206|7.4308|0.1445
i||0.0|-0.6016|1.1632|4.8402|0.4051|6.2962|1.6229|21.1206|0.6964|1.7699
did||0.0|0.9054|3.0294|3.1821|1.0855|5.2537|8.5538|8.5538|2.563|0.0284
competition||0.33|5.7907|17.764|17.764|6.283|1.0019|17.9733|17.9733|5.6915|0.1445
model||0.0|-3.3998|1.7014|17.764|0.4508|5.2176|5.4421|17.9733|1.3113|0.0284
airplanes||0.0|-6.0006|10.115|10.463|2.9319|-0.6225|16.4534|16.4534|5.2641|-0.7354
i|.|1.05|11.4981|7.28|26.8537|2.4128|5.7003|20.0245|20.0245|4.5854|-0.3863
spent||0.0|14.4038|3.6456|9.3|0.9736|-3.645|28.8821|29.286|7.8727|-1.1668
about||0.0|11.0789|7.6142|8.7517|2.608|1.3474|16.9269|29.0582|5.5826|0.2772
seven||0.0|4.5775|7.7557|15.1257|1.9983|4.4184|13.8873|17.2373|4.4735|-0.3539
years||0.0|-1.9086|3.187|11.1733|0.7705|5.3546|14.2247|14.8491|3.5204|-0.718
during||0.0|-1.3291|2.6937|3.2791|0.757|4.352|13.4265|14.2247|4.0526|1.3829
the||0.0|-1.977|2.9224|3.1381|1.1478|6.5702|3.347|13.4265|1.2562|2.2675
vietnam||0.0|-1.1765|8.2896|8.2896|1.7825|4.2674|16.3525|16.3525|4.1946|-0.6204
war||0.0|-2.1691|5.6171|8.2896|1.7454|4.2523|9.1293|16.3525|2.7943|-1.2243
flight||0.0|0.2163|7.1909|8.6747|2.7274|-0.8485|17.6365|17.6365|6.5157|-1.0651
testing||0.0|0.0586|6.9776|7.1909|2.0509|2.8779|16.166|18.3574|4.9836|-0.2842
airplanes||0.0|-2.77|4.5807|8.7639|1.0168|1.9652|18.7477|20.6876|5.8698|-0.5758
for||0.0|-2.3249|3.4662|4.8539|1.022|-0.8441|13.0851|18.7477|5.4452|1.3829
the||0.0|-5.1901|0.7793|4.7252|0.2329|4.3378|4.238|13.6089|1.3563|0.6089
air||0.0|-2.966|5.4805|5.4805|1.8428|4.2226|14.1808|14.1808|3.6415|-0.3863
force||0.0|-4.3438|6.3866|6.5354|2.1559|-1.7769|17.3503|17.7289|6.0553|-0.917
and|.|0.0|-3.3891|4.1002|6.8416|1.2645|5.0843|4.1547|17.5297|1.5202|0.2772
then||0.0|2.3239|6.2355|9.1981|1.8819|6.1922|2.5813|5.0254|0.7187|-0.3863
i||0.0|1.3948|2.3111|6.2355|0.7338|6.555|2.8047|2.9381|1.0625|1.0733
went||0.0|-0.9817|2.2118|4.7455|0.5451|5.4182|5.9181|5.9181|1.4584|-0.5521
in||0.0|-1.4603|1.3811|2.692|0.2952|4.2381|4.9295|7.7488|1.2145|-0.5521
and||0.0|-4.5439|2.9147|4.5999|0.8533|2.3468|7.2239|7.4908|2.8407|0.1445
i||0.0|-4.6631|0.8599|2.9147|0.3503|3.9219|1.9987|7.2239|0.8107|5.253
had||0.0|-4.3692|2.685|2.685|0.8488|4.2415|7.0443|7.0443|2.214|0.1445
a||0.0|-5.5551|0.287|2.685|0.1159|4.0452|0.2405|7.0443|0.1129|5.253
lot||0.0|-1.8606|7.8971|7.9838|3.1739|6.523|7.5093|7.5093|2.3169|-0.1651
of||0.0|0.7694|2.0429|7.8971|0.8519|1.3157|15.6787|16.9438|6.2023|2.2675
fun||0.0|-2.4407|6.5917|8.6474|2.1592|-0.2474|16.5263|18.3816|6.1834|-0.8424
building||0.0|-2.5331|6.948|7.4637|2.0426|4.9042|9.2369|18.3433|2.5004|-0.2466
airplanes||0.0|-3.216|5.8282|6.948|1.0561|1.9832|16.0039|17.3298|5.1155|-0.4747
that||0.0|-3.0724|1.3865|5.8282|0.4656|-3.3609|14.9602|16.6524|6.5979|0.82
people||0.0|-3.7156|6.9842|6.9842|2.3212|-3.1622|21.6328|21.6328|7.233|-0.4466
could||0.0|0.0|0.0|7.1957|0.0|0.0|0.0|21.6328|0.0|0.0
build||0.0|-5.1484|3.7887|7.1188|1.1565|4.4684|8.3601|8.3601|2.4163|0.0
in||0.0|-6.7305|1.2917|3.9174|0.5069|3.5021|2.041|8.3601|0.7288|1.3829
their||0.0|-7.103|0.8127|1.5491|0.2177|3.6743|2.6534|2.9634|0.705|0.1445
garages||0.0|-6.917|4.2081|4.2081|0.8305|3.1589|14.4291|14.4291|3.6049|-0.7843
and|.|0.0|5.7763|3.3102|16.9585|1.1553|2.7947|9.4047|14.4291|3.1617|0.4303
some||0.0|-2.4195|9.8465|13.8681|2.4158|2.0609|15.9701|15.9701|5.7294|-0.96
three||0.34|-1.6165|1.6791|9.8465|0.412|5.5468|12.2824|17.4625|3.5158|0.0
thousand||0.0|-3.8157|5.9638|6.1382|1.5369|2.1954|18.513|18.5823|5.1383|-0.6204
of||0.0|-8.0555|2.1763|7.8367|0.7403|0.5458|2.9842|18.513|0.9909|1.0733
those||0.0|-6.6767|3.6625|3.6625|0.8545|1.4375|13.2455|13.2455|4.2212|-0.718
are||0.45|-6.0988|0.9371|3.6625|0.2831|3.2172|11.3118|13.8196|3.6476|0.2772
flying||0.0|-5.4799|3.369|3.7778|0.8153|2.2386|14.4133|14.4133|4.3041|-1.0939
of|.|0.0|-10.1092|12.177|14.5621|4.7264|2.493|6.1186|14.4133|2.0209|-0.7843
course||0.0|-16.8364|3.4581|13.0621|0.7571|-3.6732|21.705|21.705|7.2274|0.1445
one|,|0.0|-16.004|2.7292|3.9611|0.8297|3.168|16.3289|21.9045|4.3586|-0.074
of||0.0|-16.7531|0.3239|2.7292|0.1223|5.596|1.1289|16.3289|0.4162|2.9309
them||0.0|-17.4554|0.4489|0.9806|0.149|4.216|1.7574|2.6878|0.7348|1.3829
is||0.0|-7.1025|3.9195|13.3614|1.6102|-4.6357|2.0614|10.6913|1.0309|2.2675
around||0.0|-5.8853|4.2189|4.9584|1.0748|4.0776|6.4438|11.5981|1.2828|0.0284
the||0.0|-7.3594|0.408|4.3309|0.1523|3.8229|1.3915|6.4438|0.413|1.7699
world||0.0|-6.6808|3.7431|3.7431|0.9812|3.5706|6.3714|6.3714|1.7982|-0.7523
voyager||0.0|-7.4975|5.1303|5.5633|1.5539|1.1557|18.4706|18.4706|4.5785|-0.0072
i|.|0.5|-3.5395|0.5684|7.7175|0.195|7.17|4.7039|21.0775|1.4636|1.3829
founded||0.0|-0.0066|6.6374|6.6374|1.926|3.9989|17.2686|17.2686|5.4927|-1.0651
another||0.0|0.2085|4.939|6.6855|1.2006|5.5992|16.7312|17.2686|3.7769|0.82
company||0.0|0.7604|4.7598|5.2503|1.1284|1.1658|19.15|19.4747|6.0549|0.3767
in||0.0|-2.5755|0.9601|5.6185|0.3216|3.3994|7.3764|19.15|2.5271|0.82
eighttwo||0.3|13.3679|6.6554|18.3917|2.3622|2.6189|18.2486|18.2486|6.0808|-0.4171
which|,|0.0|-0.8834|6.8009|20.0192|1.5569|-0.3298|20.4073|20.4073|5.6279|-1.2156
is||0.0|-3.1899|5.3826|7.2629|1.289|0.8121|14.8964|20.4073|5.6083|-0.5016
my||0.0|-2.9117|1.6945|5.3826|0.4954|4.0142|12.9812|14.8964|3.2393|0.0284
company||0.0|-1.2376|5.3956|5.3956|1.2815|2.287|18.5513|18.5513|5.6141|0.1041
now||0.0|-0.7554|4.9709|5.3956|1.9407|2.8195|19.5453|19.5453|6.4051|-1.2156
and|.|0.0|-0.9002|5.7713|6.8979|0.9933|4.9447|14.8735|19.5453|2.8616|-1.2156
we||0.0|1.8602|5.9823|6.7883|2.0774|5.9142|6.2811|15.8898|1.7705|-0.6811
have||0.0|0.7324|6.7474|7.2492|2.5816|4.3381|7.5145|7.6078|2.3363|-0.6811
developed||0.0|-0.6117|7.5002|8.5989|2.4244|2.3932|19.7408|19.7408|5.604|-0.4655
more||0.0|-0.031|4.9098|7.5002|1.779|6.022|4.3182|19.7408|0.8921|-0.8424
than||0.0|-1.5159|4.5341|6.1064|1.6448|4.9235|3.8495|5.9626|1.1768|-0.1651
one||0.0|-1.4887|3.9709|5.1218|1.3708|5.269|6.0024|6.0024|1.3508|-0.8688
new||0.0|-0.4056|4.4426|5.7583|1.5688|5.8825|5.6227|6.9304|1.4507|-0.4466
type||0.0|-0.7623|3.1791|4.4426|0.9631|0.2618|18.2706|18.6748|6.022|-0.96
of||0.0|-5.1815|5.7042|7.8501|1.622|2.4482|9.9755|18.2706|2.4624|0.2772
airplane||0.0|-2.8741|4.6747|6.3348|1.8241|3.668|12.2429|12.2429|3.5027|-0.5521
every||0.0|-2.9955|4.7969|5.112|1.3331|4.3628|9.358|12.2429|2.5006|0.6089
year||0.0|-5.6099|7.1617|7.8697|2.6859|1.1321|21.4707|21.4707|6.1503|-0.9799
since||0.33|-4.7843|4.3942|7.1617|1.294|-0.7598|15.185|21.4707|5.7727|-0.5016
nineteen||0.0|-5.0048|5.0221|5.2196|1.0569|1.8537|15.686|16.2758|4.5988|0.2309
eighty||0.0|-6.9749|2.8147|6.758|0.8102|3.5989|8.8482|15.7328|2.3764|0.7099
two||0.0|-11.0137|11.1682|11.9656|3.6505|-1.7107|20.7344|20.7344|6.9633|-1.0651
and|.|0.4|-4.5213|2.1633|14.9232|0.4574|5.2294|2.672|20.7344|0.8648|-0.5986
there's||0.0|-5.265|1.7537|3.1506|0.4444|2.7449|10.7084|11.7081|3.5098|2.0021
a||0.0|-4.2232|1.8616|2.8608|0.7089|2.9921|10.1435|11.0379|3.6589|1.7699
lot||0.0|-1.7869|4.3266|5.1865|1.4002|6.0664|6.2341|11.8796|1.778|-0.4466
of||0.0|-1.7477|3.2163|4.3266|1.3329|4.5762|3.9202|6.2341|1.6509|2.9309
them||0.0|-3.8264|1.7157|4.6661|0.4872|5.6094|4.7976|5.2028|1.61|-0.1651
that||0.0|-4.6395|1.6419|2.3498|0.463|5.4982|4.4828|4.7976|1.2417|0.0284
i||0.0|-3.7545|0.3717|1.9127|0.1237|6.5499|1.654|4.4828|0.5511|1.7699
actually||0.0|-2.9677|4.5797|4.5797|0.9839|1.0653|14.6903|14.6903|4.9296|1.0733
can't||0.0|-1.1495|5.0005|6.6905|1.4588|-0.8188|19.6547|19.6547|6.482|-0.8424
show||0.0|-4.9059|4.7764|8.4434|1.4474|2.1291|10.2829|19.6547|3.5685|-0.5521
you||0.0|-8.1151|1.8388|6.6008|0.4711|2.5243|7.1703|10.2829|2.3374|-0.074
on||0.99|-4.9554|1.2347|4.7772|0.3828|-1.1259|32.0372|32.0372|11.8022|-0.5521
this||0.0|-5.5271|0.975|1.5074|0.257|1.1941|13.214|32.0372|4.7353|0.0284
chart||0.0|-4.7698|1.4834|1.5374|0.3539|-2.3512|22.0611|22.0611|6.7715|-1.1445
the|.|0.0|2.9722|2.4705|9.7641|0.7555|6.281|6.3988|22.6857|2.1215|1.7699
most||0.0|8.9257|8.5936|9.6697|2.3953|2.9757|14.587|14.587|5.5504|-0.6811
impressive||0.0|6.2637|8.976|9.6417|2.092|2.8624|16.1603|16.1834|5.3789|-0.1359
airplane||0.0|4.3662|2.9389|8.976|0.5022|4.293|19.0035|19.0035|5.9859|-0.5758
ever||0.0|-0.65|7.7405|10.0534|2.6881|0.8116|19.8201|20.0747|6.4557|-0.074
i|,|0.0|0.0154|4.353|7.7405|1.4339|2.0966|19.5888|20.0181|7.561|-0.074
believe||0.0|-1.4568|6.7663|7.943|2.3819|4.4212|16.0164|19.5888|3.7033|-0.1209
was|,|0.91|-11.1519|5.8697|17.1135|1.7649|5.679|15.3276|17.3133|4.2784|0.1445
designed||0.0|-8.9768|11.6662|11.6662|3.0577|2.9177|22.3907|22.3907|6.1129|-0.9701
only||0.0|3.2212|3.574|21.5549|0.9108|5.3592|23.6856|24.0102|5.0699|0.2086
a||0.0|-1.3425|2.9328|7.0946|1.148|2.915|7.2186|23.6856|2.9675|2.2675
dozen||0.0|1.0198|9.9688|9.9688|3.0352|5.366|8.6213|10.317|2.4962|-0.4466
years||0.0|0.1241|8.3588|9.9688|2.6571|4.2059|15.6927|16.0638|4.1361|-0.9391
after||0.0|-1.7228|2.7677|8.3588|0.5242|0.5677|18.4132|20.1639|7.4068|0.4303
the||0.0|-4.2268|1.8135|5.2042|0.6203|1.5086|6.7147|18.4132|2.2728|2.9309
first||0.0|-1.7953|5.9284|5.9284|1.6189|-0.4768|17.415|17.415|6.602|-0.7523
operational||0.0|-2.7036|3.6303|5.9284|0.8304|0.8212|21.5654|21.8231|6.5638|0.7311
jet||0.0|-4.8983|7.2744|8.19|2.1157|0.7791|17.4223|21.5654|5.4162|-1.0335
stayed|.|1.68|12.57|2.1642|22.4526|0.5906|0.0731|28.3355|28.3355|9.1492|-0.7523
in||0.0|11.6525|6.3877|6.3877|2.3572|4.0147|7.3143|28.3355|2.2104|1.3829
service||0.0|2.1429|7.075|13.3431|1.6971|1.5791|18.8477|18.8477|6.4733|-0.5758
till||0.0|0.7163|2.8119|8.2434|1.1336|-1.4055|23.2262|23.6006|9.1602|-0.2466
it||0.0|-1.9459|2.5041|5.4328|0.882|3.5564|6.7674|23.2262|2.9102|2.9309
was||0.0|-3.7402|3.1793|3.8933|1.0066|-1.4991|18.2401|19.9192|6.0679|0.1445
too||0.0|-7.4352|5.2149|8.5235|1.998|-1.4044|22.2352|22.2352|7.7023|0.1445
rusty||0.0|-12.1665|2.7736|8.4054|0.6252|1.7539|17.8447|22.5789|6.4695|-0.3199
to||0.0|-14.2699|2.8772|5.774|0.8409|1.202|16.5434|18.1004|5.8499|0.82
fly||0.0|-13.4026|1.7413|3.6689|0.5437|1.5215|19.9345|19.9345|6.7698|-0.718
taken|,|0.0|-13.3432|2.7948|2.7948|0.7691|-1.0538|19.4017|21.1153|6.0878|-0.2466
out||0.0|-14.2977|0.7492|2.9311|0.2524|4.9928|5.3124|19.4017|1.8576|0.4303
of||0.0|-15.5566|2.8569|3.1386|1.1406|0.4826|11.2166|12.8989|4.1224|1.7699
service||0.0|-14.5348|3.3061|3.9863|0.9021|0.8609|15.6134|15.6134|4.5833|-0.4747
we|.|0.33|2.6384|1.0391|19.5305|0.3804|6.3776|2.4613|17.3964|0.9288|0.4303
retreated||0.0|1.0724|8.9807|8.9807|2.361|2.7502|20.0551|20.0551|5.7322|-0.655
in||0.33|-1.8974|3.7407|9.7967|0.9394|5.1164|9.9348|20.0551|1.982|-0.9799
nineeight||0.0|0.1798|1.4931|4.0366|0.3748|0.4544|16.2283|18.143|6.4769|1.3829
back||0.0|-1.7856|3.0244|3.1039|0.7413|0.1745|17.3793|17.74|6.2509|-0.5521
to||0.0|-1.2825|3.7693|3.7693|0.9822|-0.2721|16.2561|17.7609|6.6145|-0.1651
something||0.0|-1.0848|4.6416|4.6416|0.9656|-0.4385|17.9938|19.4753|5.9518|0.3257
that||0.0|-2.1865|1.8358|4.6416|0.6574|3.7612|1.0575|17.9938|0.3852|1.3829
was||0.0|-3.3906|2.157|2.8126|0.7406|1.6947|15.2181|15.2181|4.6818|0.2772
developed||0.0|-3.0793|3.6374|3.6374|0.9048|0.482|18.4521|18.4521|6.0954|0.1867
in||0.0|-2.9446|2.9411|4.318|0.7877|3.2645|7.7082|18.4521|2.0613|0.82
fivesix||0.53|-8.2906|11.2194|11.6698|3.7129|-8.6872|29.8971|29.8971|8.7088|-0.4271
what|.|0.0|-13.7162|1.615|12.906|0.4698|-0.6229|29.9495|30.6105|10.0951|0.1445
the|?|2.45|4.7989|0.765|19.78|0.336|8.576|1.5486|32.1342|0.6921|2.9309
most||0.0|5.9803|4.2856|4.2856|1.181|2.0079|16.5807|16.5807|6.6612|-0.6811
impressive||0.0|4.5542|8.9239|8.9239|2.0915|2.7605|17.6932|18.1257|5.8414|-0.1933
spaceship||0.0|4.0885|15.2507|15.2507|4.388|0.1279|20.2468|20.2468|6.0382|-0.4838
ever||0.0|-2.7879|7.6051|18.7666|2.3748|-0.8087|23.4083|23.4679|7.4357|-0.4171
i|,|0.0|-1.7378|2.7252|7.6051|0.7983|0.6783|25.0512|25.3264|9.612|-0.1651
believe||0.0|-2.8165|6.712|7.1038|1.6432|3.8902|12.6844|25.0512|3.6026|-0.4171
was|,|0.45|-1.175|2.5377|7.8299|0.861|4.0418|12.5286|12.8492|4.4411|-0.3199
a||0.0|-0.7019|4.1661|4.1661|1.3252|6.0548|8.1644|12.5286|2.6946|1.0733
grumman||0.0|-0.4831|9.6155|9.6155|2.8674|4.1048|13.6646|13.6646|3.5765|-1.0726
lunar||0.0|4.3978|20.5109|21.7403|6.5654|3.3824|14.4939|14.4939|3.6148|-1.3122
lander||0.0|10.4302|10.7516|20.5109|3.5706|5.1137|10.1506|15.4725|2.1752|-0.8286
it|.|0.0|-0.1132|12.7449|21.5482|4.0547|-1.4132|15.7571|20.2908|5.6544|0.4303
was||0.0|-5.9716|3.4805|14.7037|1.174|0.7728|4.6165|15.7571|1.6053|0.1445
a||0.0|-6.8627|5.0323|5.0323|1.673|0.991|14.9065|14.9065|4.0877|-0.1651
you||0.0|-5.066|2.2309|5.0323|0.7814|-0.0248|13.5772|15.3216|5.279|1.0733
know||0.0|-1.0572|10.2817|10.2817|3.9699|1.9531|1.6585|13.5772|0.4622|0.4303
it|,|0.0|-3.5561|11.1603|11.5744|4.1122|1.5247|6.1983|6.1983|2.2741|0.4303
landed||0.0|-2.4139|7.8464|11.1603|2.9697|4.4982|5.4762|9.0574|1.7491|-0.7843
on||0.0|0.1708|0.3764|7.8464|0.1197|5.3879|3.7799|5.4762|1.7051|2.9309
the||0.0|-0.0669|1.1555|1.1555|0.3773|4.5458|2.4488|3.7799|0.8113|1.7699
moon||0.0|0.7095|4.1677|4.1677|1.5047|5.7201|2.6128|3.6758|0.6535|-0.5986
take|,|0.0|-1.0381|6.0008|6.0099|2.1491|-0.4721|19.1451|19.1451|6.546|-0.6811
off||0.0|0.0055|1.3076|6.0008|0.2281|1.8782|16.1861|19.1611|5.955|-0.2466
of||0.0|-0.3872|3.7965|3.7965|1.2302|0.6988|9.247|16.1861|2.7608|1.7699
the||0.0|-2.0037|1.9501|4.2463|0.4954|4.1005|1.9333|10.9403|0.608|2.2675
moon||0.0|-0.1571|3.2943|4.2628|1.0625|4.9743|3.8954|4.078|1.0637|-0.6414
didn't|,|0.0|-1.87|3.6432|5.6705|1.0296|3.1745|11.049|11.049|3.4314|-0.3199
need||0.0|-0.7144|1.693|4.3316|0.4535|4.2547|5.7061|11.049|1.6|-0.1651
any||0.0|-1.1977|3.3767|3.4597|1.0095|4.82|4.4286|6.7262|1.2231|-0.074
maintenance||0.0|-1.1429|5.287|5.287|1.6872|1.103|15.0869|15.8518|4.661|0.2309
guys||0.0|0.9656|6.0844|8.7113|2.2576|1.0705|26.6075|26.6075|7.4887|-1.0335
that's||0.0|0.0|0.0|6.0844|0.0|0.0|0.0|26.6075|0.0|0.0
kind||0.0|1.5324|7.0797|7.0797|2.076|-0.8659|20.6474|20.6474|7.2237|0.0
of||0.0|-3.5328|1.2865|7.9589|0.3564|-1.3566|15.4834|20.6474|6.7654|2.2675
cool||0.0|1.9769|8.8988|10.5064|2.7328|3.0373|19.9481|19.9481|5.8719|-0.9799
we've|.|0.41|3.7915|6.679|8.8988|2.4765|6.7308|6.1887|20.4321|2.1289|-0.074
lost||0.0|2.7874|5.2142|6.679|2.0048|3.5278|16.7219|16.7219|6.3122|-0.8424
that||0.0|0.9103|4.4028|5.5161|1.4174|0.083|16.8809|18.7907|6.7947|-0.5016
capability||0.0|-0.0275|6.6071|8.5192|1.7113|2.5063|21.0375|21.0375|6.0674|0.4983
we|.|0.0|-3.1958|2.5257|6.6071|0.6586|5.853|5.1689|21.0375|1.6395|0.2772
abandoned||0.0|-0.3295|11.1062|11.1062|3.4124|4.7936|11.9204|11.9204|4.1286|-0.1359
it||0.0|-0.4642|2.1206|11.1062|0.7078|1.5843|8.975|12.5966|2.4107|0.82
in||0.0|-1.7764|4.2233|5.2654|1.5917|1.4984|12.0526|12.0526|3.8714|1.0733
seventwo||0.45|-11.0323|5.4923|13.7603|1.5962|0.9143|17.397|17.397|6.0987|2.0866
