word|punctuation_before|pause_before|f0_mean|f0_range|f0_birange|f0_sd|i0_mean|i0_range|i0_birange|i0_sd|speech_rate_norm
they||0.0|-1.4352|2.7718|4.9373|0.7692|3.4147|10.6338|17.4007|3.8781|0.4919
don't||0.0|-1.7338|3.7723|3.7723|1.3178|2.703|18.9981|18.9981|6.3861|-0.8082
feed||0.0|0.338|4.1258|6.0702|1.4321|0.0973|18.4|21.3853|6.6218|-0.4182
it||0.0|1.3348|0.4296|4.1258|0.113|0.545|18.7668|18.7668|7.2134|1.2719
to||0.0|-0.0215|3.3034|3.4304|0.8658|-5.3893|12.6668|19.3123|4.6868|1.6474
the||0.0|-0.4609|3.0122|3.5281|0.9892|3.6396|10.8418|17.6135|3.8191|0.3062
animals||0.0|-1.752|3.5668|4.6732|0.928|6.2491|21.3826|21.3826|4.5487|-0.0802
it|.|0.33|0.9944|5.558|7.3519|2.1689|5.5055|15.2503|21.3826|5.2357|0.7085
just||0.0|3.0644|5.1246|6.263|1.5371|1.01|17.6924|17.8775|6.4818|-0.8082
sits||0.0|2.5538|5.5154|6.8986|1.688|-6.5516|29.1127|30.7691|7.6003|-1.2838
in||0.0|0.5386|0.9465|6.034|0.3031|1.4467|32.8783|33.1973|10.786|0.3062
a||0.0|0.5359|1.4259|1.5602|0.3343|3.4662|16.6614|33.9082|5.5114|1.6474
pile||0.0|1.0545|1.4858|2.6996|0.3278|5.4425|21.2996|21.2996|6.9926|-0.2811
near||0.0|0.4833|3.022|4.0314|0.6646|7.6032|10.3691|21.2996|2.8227|-0.4986
the||0.0|-0.0716|2.537|3.0752|0.5451|2.4621|6.8271|10.7522|2.4317|1.2719
sugar||0.0|0.7659|2.6855|3.9017|0.7189|3.1252|11.7133|11.7133|3.7013|0.1452
mill||0.0|-2.1525|1.9424|4.662|0.5208|5.6766|14.6912|14.8869|3.7293|-0.9815
until||0.0|-1.2399|2.876|2.876|0.7011|3.0647|13.7782|17.1563|4.1042|0.3062
eventually||0.0|-2.274|3.8063|4.4182|0.8101|2.7238|18.6932|18.6932|4.4715|0.4919
they||0.0|-4.363|2.0419|4.8064|0.5026|1.5159|10.7959|18.6932|4.2125|0.4919
burn||0.0|-4.1206|2.6302|2.6302|0.5309|0.9395|19.3303|19.3303|6.0892|-0.9011
it||0.0|-4.3546|2.3963|2.6302|0.8166|0.8721|17.4442|19.3303|5.6062|0.7085
what|.|1.45|2.6586|1.7956|9.1588|0.5453|6.5782|14.4099|23.568|5.3303|-0.1199
we||0.0|5.5493|4.2315|4.9814|1.3394|9.4253|10.4666|14.4577|2.7959|0.0043
wanted||0.0|5.6918|8.4456|8.4456|2.5874|5.0403|20.0982|22.1636|4.3654|-0.1199
to||0.0|1.179|3.0768|8.4456|0.9405|2.4292|17.1709|20.0982|5.379|0.4919
do||0.0|-0.1454|5.1047|6.1267|1.8365|6.2107|10.8526|17.6034|3.9267|-0.1199
was||0.0|0.8105|1.6821|5.1047|0.5156|3.3811|12.9035|15.1676|5.2906|0.1452
we||0.0|0.5356|1.2905|1.6821|0.3351|5.0286|13.8635|13.9666|4.391|0.1452
wanted||0.0|1.9645|3.4034|3.4034|1.0215|6.0834|17.814|17.814|4.7978|0.0043
to||0.0|0.8907|5.8096|6.0793|1.5117|1.7827|14.0064|18.1832|5.4033|0.7085
find||0.0|1.724|5.5555|6.6631|1.3392|3.8768|21.7928|21.7928|7.758|-1.1141
a||0.0|2.4671|1.6097|5.5555|0.5728|4.8685|4.94|21.7928|2.1496|3.5253
way||0.0|-0.2213|2.6275|4.6374|0.9369|6.2946|9.5154|9.5154|2.9853|-0.2304
to||0.0|-13.7695|1.7041|15.7855|0.452|4.0494|17.3666|17.3666|6.1529|0.4919
harness||0.0|-10.852|2.7226|4.6187|0.6152|3.3889|17.6255|18.5285|5.9489|-0.3292
this||0.0|-11.1862|8.2712|8.2712|1.3842|-3.0388|22.2437|25.6205|6.9129|-1.3734
waste||0.0|-0.4167|9.4392|18.0916|2.6011|-1.023|22.2241|22.7497|7.1292|-1.3734
resource||0.0|0.4685|5.8091|9.4392|1.8945|1.9238|19.8207|23.3389|5.7771|-0.7562
and||0.0|-0.7104|2.1003|5.8091|0.5549|3.2417|15.5621|19.8207|4.6711|0.0043
turn||0.0|4.7122|6.1074|8.545|2.0236|3.3649|13.1594|16.676|3.7243|-0.1199
it||0.0|5.8545|3.4742|6.2303|1.2802|3.4245|13.417|14.7633|4.9493|0.7085
into||0.0|4.9715|1.7251|3.4742|0.3548|3.6087|13.6041|14.0869|3.7806|0.831
a||0.0|0.713|4.0937|6.4672|1.2691|2.6068|12.9592|14.3203|4.0794|1.6474
fuel||0.0|1.6532|4.5924|4.9191|1.6254|-0.3798|20.7337|20.7337|7.5051|-1.0179
that||0.0|-2.4637|8.1847|11.6129|2.7284|3.4868|13.421|20.7337|4.3587|0.4919
would||0.0|-3.2559|5.6817|8.1847|1.7736|2.1789|13.2133|15.9042|3.3804|0.3062
be||0.0|-0.9573|3.8441|6.7801|1.1094|2.4997|16.1466|16.1466|6.0808|0.9646
something||0.0|1.6513|7.0947|8.8485|1.2582|2.3507|23.6295|23.6295|7.4013|0.5603
that||0.0|-0.4101|2.7423|7.0947|0.6668|3.5665|17.0004|23.6295|5.025|-0.2304
people||0.0|1.1771|4.343|4.5658|1.0662|-0.4904|22.6014|23.6913|6.8044|-0.2304
could||0.0|0.3211|2.3143|4.343|0.6721|-1.6662|27.2439|27.2439|6.9971|0.831
easily||0.0|-0.1833|6.2947|6.2947|1.3757|1.2534|22.7891|27.2439|5.4752|0.0493
cook||0.0|-0.2008|2.4729|6.2947|0.707|-3.7179|23.89|25.4279|7.2435|-0.8563
with||0.0|-4.7517|6.252|7.5795|1.9752|2.5844|19.9518|25.4215|5.1299|-0.2304
something|,|0.61|1.5417|3.7765|9.822|1.0769|2.5108|21.0465|22.8215|6.2254|1.0606
like||0.0|-0.8283|2.4901|5.355|0.6367|2.8873|20.1257|21.0465|7.0145|-0.2304
charcoal||0.0|-3.5671|9.3499|9.3499|2.5395|-0.5268|22.3492|22.8792|7.0873|-0.8082
so|.|1.19|4.2388|1.3089|13.3316|0.4222|5.831|22.6258|23.812|8.3073|-0.2304
over||0.0|4.8037|3.7727|3.7727|0.9256|5.953|15.9411|22.7451|4.7983|0.9646
the||0.0|3.6013|4.1005|4.8903|1.6562|4.9345|7.3837|15.9411|2.8252|0.9646
next||0.0|4.6983|3.9441|4.8997|0.8054|0.383|26.2177|26.2177|9.1666|-1.0839
couple||0.0|5.3686|4.0828|5.1415|1.4738|0.9069|22.1798|26.2177|6.7819|0.3956
of||0.0|1.0528|4.7826|8.1257|1.6689|2.3458|12.6159|22.1798|4.2039|0.0043
years||0.0|1.8009|3.8687|4.7826|1.0473|5.9733|12.5026|12.7028|4.2344|-0.9011
students|,|0.0|0.3416|6.4285|6.4285|2.0647|-0.9066|35.3199|35.3199|9.018|-1.5353
and||0.0|-0.5334|2.5134|6.4285|0.9561|3.5394|18.3229|35.3199|5.9716|-0.4182
i||0.0|0.4793|0.7229|2.5134|0.2224|9.7692|6.3752|20.08|2.0464|1.2719
worked||0.0|2.687|3.1601|3.4848|1.031|-4.853|30.3184|32.7748|8.7035|-1.389
to||0.0|2.9892|1.162|3.1601|0.3298|-7.4715|31.7156|33.2692|12.8351|0.0043
develop||0.0|-1.0522|4.4512|5.7097|1.0783|3.4061|25.8329|35.741|7.0422|0.3062
a||0.0|-0.9728|1.7387|4.4512|0.5428|-1.0987|16.1274|25.8329|5.6739|1.6474
process||0.0|-1.7266|7.3892|7.3892|2.1156|-3.4474|26.0574|26.0574|8.2884|-1.1141
so|.|0.49|5.1567|2.0117|12.4704|0.6619|7.5287|17.5303|26.0574|5.4217|0.4919
you||0.0|3.9083|1.281|2.3333|0.4548|8.7545|6.6192|17.5303|2.0358|1.2719
start||0.0|3.3569|3.9474|3.9474|0.9852|0.6398|24.6146|24.6146|6.0409|-1.1947
with||0.0|2.5306|2.6082|4.7884|0.6005|0.4686|18.4542|24.6146|6.3267|-0.9011
the||0.0|0.7126|3.4584|4.1316|0.9742|6.7975|22.2682|22.2682|6.5557|-0.4182
bagasse||0.0|-1.4271|3.4258|5.8209|1.0621|0.2855|24.6606|24.6606|8.2302|-1.0992
and|,|0.36|2.5985|1.1732|6.1816|0.4191|8.291|6.6785|24.6606|1.6791|1.2719
then||0.0|4.4338|1.6762|3.088|0.4368|9.6054|3.8614|7.8569|1.2903|0.3062
you||0.0|4.1409|3.0624|3.0624|0.8052|7.9001|8.5604|10.4509|2.3833|1.2719
take||0.0|3.3742|3.9542|3.9542|1.2882|2.7296|18.6458|18.6458|5.6597|-0.4182
a||0.0|5.1528|1.2241|4.3751|0.4632|8.3127|2.2831|18.6458|0.942|4.652
very||0.0|3.4158|7.8629|7.8629|2.5211|6.2389|14.8721|14.8721|4.3415|0.0043
simple||0.0|4.0665|6.3134|7.8629|1.6842|0.9426|16.2592|17.9431|5.8049|-0.2304
kiln||0.0|3.189|4.5454|6.3134|1.2929|0.9509|21.0943|21.0943|7.4052|-1.2187
that||0.0|-1.3895|3.4734|7.7253|1.1457|1.5491|15.9533|21.0943|6.0734|0.4919
you||0.0|-0.2536|3.2971|3.4749|1.0883|4.2626|13.3016|15.9533|4.0725|1.2719
can||0.0|0.4199|1.979|3.7818|0.5493|1.7004|19.1903|19.1903|7.8445|0.1452
make||0.0|0.0851|1.9222|2.0018|0.5311|4.8597|18.6244|20.2728|6.3849|-0.4986
out||0.0|0.7615|2.48|2.7387|0.6657|6.999|14.1892|19.6587|4.7932|0.0043
of||0.0|-0.7013|3.14|5.0937|1.1778|0.4954|9.2034|14.6629|3.3442|1.6474
a||0.0|-1.1274|0.8071|3.14|0.2215|4.0902|7.1527|10.1125|2.6095|2.7205
waste||0.0|-0.6062|3.2661|3.2661|0.8461|0.6008|20.3295|20.3295|5.8706|-1.1141
fifty||0.0|0.2175|5.9101|5.9101|1.6118|-4.2515|21.655|24.1694|8.6818|0.0725
five||0.0|-0.8849|2.8563|5.9101|0.6403|0.0277|25.9974|26.9592|9.4208|-0.8563
gallon||0.0|-2.7577|4.2298|5.554|0.9039|6.4991|15.7932|25.9974|3.6394|-0.4182
oil||0.0|-4.1267|1.7434|4.5352|0.4971|7.3654|14.3998|15.9967|2.9931|-0.8563
drum||0.0|-4.9735|3.7885|3.7885|1.3776|0.4315|16.8755|20.2503|5.7603|-0.9427
after|.|0.5|2.047|3.3931|9.844|0.8488|0.9147|16.5338|19.5603|5.6012|0.4919
some||0.0|2.4492|3.402|4.1566|0.8335|2.8067|18.4391|18.7289|6.6082|-0.7562
time||0.0|2.799|3.9453|3.98|1.4458|5.4996|20.5193|20.5193|5.333|-1.404
after|,|0.0|-0.0834|5.3838|5.6422|1.3893|1.6531|21.3167|21.9977|7.6769|-0.2811
setting||0.0|0.8209|4.9742|5.7697|1.2167|2.7648|17.7603|21.3167|5.4593|-0.2304
it||0.0|-0.6753|1.1453|4.9742|0.3045|5.0615|10.3866|17.7603|3.6034|1.2719
on||0.0|-0.8574|0.8755|1.1453|0.2819|7.5603|9.4257|13.5721|3.031|0.0043
fire||0.0|1.519|4.5789|4.6006|0.8709|3.6787|24.0425|24.3349|9.0232|-1.0519
you|,|0.0|-0.3429|3.0701|5.4217|0.7672|5.5162|7.7845|24.0425|2.0531|0.1452
seal||0.0|0.8356|4.9961|4.9961|1.5362|0.0891|18.7914|18.7914|6.8861|-1.0839
it||0.0|-6.3331|7.8682|12.8679|2.576|2.9727|21.2807|21.7832|6.9273|0.0043
to||0.0|-1.6011|2.6758|10.407|0.8058|0.6773|13.0648|21.2807|4.6417|0.4919
restrict||0.0|-0.6427|4.148|4.148|1.0755|-2.5432|28.6407|28.6407|7.1024|-0.6386
the||0.0|-1.1183|3.8258|4.4233|1.289|1.6945|20.5556|28.6407|6.3592|0.7085
oxygen||0.0|-1.4034|6.3464|6.3464|1.7703|1.3173|22.5428|25.7102|6.7732|-0.3599
that||0.0|-2.5017|1.3088|6.3464|0.3582|-1.5793|18.8795|26.4879|6.4154|0.3062
goes||0.0|-2.352|1.7137|1.8302|0.4122|0.3974|23.0752|23.0752|6.801|-0.7562
into||0.0|1.5963|7.2041|7.2041|1.652|2.9373|17.6432|25.113|5.1809|-0.0597
the||0.0|-4.175|3.6851|9.145|0.9143|3.9179|23.0156|23.0156|5.6859|-1.389
kiln||0.0|-2.027|8.5684|8.5684|1.9254|0.5261|24.7896|27.5997|8.6061|-1.2838
and|,|0.48|1.4272|3.3884|8.7391|0.9299|9.9827|6.7606|27.896|1.7655|0.3062
then||0.0|2.155|2.2514|3.9657|0.6378|10.4799|6.7549|6.8231|1.843|0.0043
you||0.0|2.6593|0.6406|2.2514|0.1694|9.1827|6.1938|6.7549|2.0772|0.4919
end||0.0|1.3403|2.1348|2.8278|0.5645|8.3601|11.6988|12.0784|2.6082|-0.4182
up||0.0|-0.3944|1.4034|3.0123|0.3401|2.3522|15.763|15.763|5.9986|0.0043
with||0.0|0.1181|3.0169|3.0169|0.8506|-1.1066|19.9057|25.5646|6.6581|0.0043
this||0.0|-0.3042|2.3954|3.0169|0.707|-2.8129|16.0766|19.961|5.7195|-0.8563
carbonized||0.33|-0.7568|3.1549|3.4535|0.99|3.764|25.6557|25.6557|6.839|-0.1949
material||0.0|-1.8598|4.3158|4.8016|1.075|3.4403|24.9701|26.7288|6.9482|-0.2304
here||0.0|-2.777|8.7506|8.7506|2.774|1.9256|18.029|24.9701|6.0325|-1.0519
however|.|0.86|-5.5743|3.3731|10.5841|0.9068|5.4771|16.6244|21.0722|5.2244|1.5133
you|,|0.0|-6.2128|1.9966|3.3731|0.7825|5.0133|17.5436|18.145|4.904|0.9646
can't||0.0|-4.0412|4.9193|6.5177|1.2723|0.831|18.5056|19.9873|6.4478|-1.0839
burn||0.0|1.9459|4.5305|8.8715|1.5471|6.9684|12.7701|19.1379|3.6506|-0.8082
this||0.0|-4.5716|5.999|9.4097|1.2611|-4.2098|25.0083|26.8831|7.3548|-1.0839
it's|.|0.33|0.5638|2.9151|8.1935|0.9439|-1.1364|19.0207|25.7368|6.2657|-0.3292
too||0.0|3.9267|3.8944|6.0151|0.9812|1.0394|26.6319|26.6319|8.5851|-0.5718
fine||0.0|0.6341|6.7984|7.3366|2.3243|3.8203|25.2808|28.3917|8.7112|-1.3221
and||0.38|-0.1376|0.3819|6.7984|0.0992|8.4189|7.3474|25.2808|2.2226|0.0043
it||0.0|-1.826|2.7875|3.2018|0.7078|4.0781|20.9878|22.5022|7.4174|-0.8563
burns||0.0|-0.9529|4.3593|4.3593|1.5276|1.7602|21.4258|21.4258|6.6794|-1.2415
too||0.0|0.3637|4.8842|5.4997|1.1413|-1.4484|18.1337|21.4258|5.6367|-0.1199
quickly||0.0|1.1384|8.3666|8.3666|2.7924|-1.163|21.5278|21.5278|6.8393|-0.606
to||0.0|-1.9673|5.1547|8.8882|1.5414|-2.2572|21.6583|23.1373|7.1006|0.3062
be||0.0|-3.1445|3.9632|6.0321|1.2295|0.2328|12.4126|21.6583|4.2587|0.1452
useful||0.0|-1.8643|6.0715|7.0788|1.7038|-0.5955|24.3171|24.3171|7.8797|0.25
for||0.0|-2.1186|3.0099|6.0715|0.7801|-6.8854|23.2865|25.0005|8.6335|-0.4182
cooking||0.0|-6.027|6.6815|8.6086|1.4947|-2.2704|26.8275|26.8275|8.6906|-0.4182
so|.|0.65|0.3038|1.7669|10.8051|0.612|-4.4689|32.436|32.436|10.3652|-0.4182
we||0.0|0.2345|2.4866|2.4866|0.6455|6.5778|8.7739|33.4816|2.6796|0.4919
had||0.0|1.9163|3.5197|3.9883|1.056|5.5138|17.5395|17.5395|4.9081|-0.5718
to||0.0|3.0543|1.3535|3.935|0.4469|-0.6304|10.4189|18.5773|3.4167|0.9646
try||0.0|2.2781|1.2273|2.3065|0.3669|3.9588|19.6989|19.6989|6.8154|-0.2304
to||0.0|1.1704|2.5379|3.2429|0.6535|2.5955|15.3606|19.6989|4.7809|0.7085
find||0.0|0.6421|2.9846|3.1306|0.7746|2.4084|26.5219|26.5219|8.4263|-0.9815
a||0.0|-0.2437|0.7548|2.9846|0.2535|4.5694|2.5242|26.5219|0.8975|3.5253
way||0.0|0.0822|1.7535|1.7535|0.464|6.8281|10.8799|10.8799|3.2919|-0.5718
to||0.0|-0.5014|2.9122|2.9122|0.9143|-1.1225|16.2201|18.839|4.7606|0.0043
form||0.0|0.0857|2.484|3.1431|0.5713|0.8068|24.5214|24.5214|9.0407|-0.9815
it||0.0|-1.0362|0.7781|2.5209|0.2447|1.0497|13.3755|24.5214|5.1245|0.9646
into||0.0|-2.3407|4.2717|4.2717|1.0992|-2.157|27.2025|27.2025|8.8762|-0.9624
useful||0.0|-1.642|4.8949|5.1357|1.2514|-1.4712|27.9799|28.5749|7.7717|0.1452
briquettes||0.0|-2.6084|7.1598|7.1598|1.782|-3.7974|24.154|30.1216|7.98|-0.4727
and|.|0.57|2.3036|2.6397|9.9413|0.9772|7.3794|11.7212|24.154|3.6476|0.7085
conveniently||0.0|2.2221|9.3797|9.3797|2.8192|4.1467|22.4272|22.4272|5.9468|-0.4986
one|,|0.34|2.5303|4.0706|9.3797|1.0683|8.3991|9.7788|22.4272|2.6525|0.3062
of||0.0|3.067|1.1775|4.2201|0.3996|9.0475|4.3137|9.7788|1.4819|1.2719
my||0.0|1.425|1.7147|2.9415|0.6019|8.5025|5.0432|5.0432|1.5282|-0.1199
students||0.0|1.8621|3.8118|3.8118|1.1641|0.8457|21.5757|26.1966|6.0186|-0.5718
was||0.0|-1.5313|2.6934|6.2771|0.8871|0.4042|15.6943|21.5757|5.206|-0.4986
from||0.0|-1.0169|2.5078|3.039|0.8458|1.3763|13.8611|15.6943|4.5764|-0.2304
ghana||0.0|-2.2915|5.7936|6.5024|1.6674|6.3456|21.1783|21.1783|5.7644|-0.6386
and|,|0.44|1.5242|5.2135|9.5846|1.7241|10.8563|5.1105|21.1783|1.7796|1.6474
he||0.0|3.2229|2.0228|5.9149|0.7309|10.0333|5.0227|5.4436|1.6656|1.2719
remembered||0.0|2.7389|6.8196|6.8196|1.8245|7.4474|14.8224|14.8224|3.4095|-0.5947
a||0.0|-1.967|1.61|8.5024|0.4808|7.1516|6.1214|14.8224|1.9274|1.6474
dish||0.0|1.7287|10.1657|10.1657|3.2594|2.6287|16.458|17.2101|4.8562|-0.6998
his||0.0|1.9163|4.5271|10.1657|1.7754|1.7526|13.3055|16.458|4.4582|-0.2304
mom||0.0|0.7757|2.3472|4.6643|0.783|9.0193|6.7675|15.6696|1.2637|-0.9427
used||0.0|0.6098|1.2195|2.3472|0.2776|-0.3555|21.7085|23.1593|7.4127|-0.4986
to||0.0|1.1503|1.2194|1.7271|0.3853|0.5133|14.1057|21.7085|5.3599|3.5253
make||0.0|0.3405|3.4055|3.4055|0.9443|4.7978|19.2588|20.144|6.5437|-0.6998
for||0.0|-0.2469|1.4703|3.6021|0.5306|0.6855|18.5089|20.9577|7.5485|0.1452
him||0.0|-1.6486|2.4687|2.9601|0.649|5.4465|7.4668|18.5089|2.1748|-0.1199
called||0.0|-2.6531|3.5986|3.872|1.0005|0.4025|23.0187|23.0187|6.9054|-0.8563
kokonte||0.0|2.7147|11.2895|11.2895|2.9768|1.1492|22.916|23.2958|6.3816|-0.7827
which|,|0.0|-3.4682|4.0448|11.4534|0.9261|-0.5869|17.8132|22.916|4.9837|0.0043
is||0.0|-0.9211|0.8423|4.6106|0.2199|3.0764|3.2295|17.8132|0.9843|1.6474
a||0.0|-0.179|4.3048|4.3048|1.4075|6.0585|4.8737|6.9325|1.8995|1.2719
very||0.0|0.7243|7.8055|7.8055|2.4814|6.077|9.8622|9.8622|2.5851|0.5959
sticky||0.0|3.1224|5.9689|9.4724|1.2228|-4.8505|27.7212|28.5501|8.5721|-0.6998
porridge||0.0|0.433|6.4557|7.9018|1.7886|1.8876|27.7298|30.8468|7.7158|-0.6386
made||0.0|-1.7679|2.9576|7.1813|0.6661|4.6922|16.887|27.7298|3.9256|-0.8563
out||0.0|-2.8918|0.8927|2.9576|0.2365|7.5365|11.0764|17.4565|3.6839|0.4919
of||0.0|-2.8854|0.8056|0.9579|0.2115|-2.4311|15.2133|20.1993|4.4819|1.2719
the||0.0|-2.9635|1.5671|1.6748|0.4283|-1.975|16.609|17.4713|5.7795|1.2719
cassava||0.0|-2.5396|4.3614|4.3614|0.8841|-0.6163|27.7061|27.7061|8.8875|-0.2304
root||0.0|-6.3787|4.387|8.6417|0.9188|0.0116|9.3129|27.7061|2.5272|-0.2304
and|.|0.72|3.0241|2.4824|12.9216|0.7657|6.2511|11.4592|17.9481|4.7638|0.1452
so||0.0|4.4451|1.9981|4.2092|0.6313|6.3485|12.5107|12.8885|4.7812|-0.1199
what||0.0|3.0174|2.4988|3.8684|0.6385|4.5444|13.944|13.945|4.9042|-0.5718
we||0.0|2.3414|0.8344|2.4988|0.2425|5.8369|7.8308|13.944|2.4074|0.9646
did||0.0|3.9756|4.5721|4.5721|1.8623|2.9619|14.8453|14.8453|4.8346|-0.5718
was||0.0|2.2604|3.0816|5.4745|1.1937|2.1065|11.892|14.8453|4.2054|0.0043
we||0.0|0.4288|3.4119|6.0054|0.787|3.7317|13.9545|13.9545|4.3707|0.0043
looked||0.0|-0.5743|6.3686|6.3686|1.5591|0.2759|21.6633|21.6633|7.1931|-0.7562
and|,|0.0|2.582|1.9708|6.3686|0.6675|8.3818|3.8712|22.4143|1.0443|1.2719
we||0.0|2.1378|0.5963|1.9708|0.1545|7.4089|9.8862|9.8862|2.7683|0.4919
found||0.0|1.4749|1.7523|1.8006|0.602|5.577|19.3724|19.3724|6.7884|-0.8082
that||0.0|-0.3399|3.162|4.4605|0.8185|0.3159|17.2567|20.2698|6.1694|0.7085
cassava||0.0|0.5766|2.766|3.9154|0.7948|2.6871|22.6546|22.6546|7.8233|0.0962
is||0.0|-1.2902|3.0065|5.0092|0.8793|1.829|16.0887|22.6546|4.6078|-0.4986
indeed||0.0|-1.3451|8.0534|8.0534|1.9418|4.7736|15.7651|17.3583|4.2396|-1.2415
grown||0.0|-0.5377|5.544|8.3651|1.8622|5.3289|22.399|22.399|5.9375|-1.2632
in||0.0|-2.9351|3.4666|6.4363|1.0338|2.2149|16.0284|22.399|4.7355|-0.6386
haiti||0.37|-1.4927|6.5378|6.5378|2.3113|-3.0161|23.4356|23.4356|8.28|-0.8327
under|,|0.0|0.2869|4.3259|7.0833|1.5276|2.7027|33.9314|33.9314|10.3912|0.3062
the||0.0|0.2104|4.4198|4.8031|1.5109|4.6406|9.3707|33.9314|3.5715|1.2719
name||0.0|-1.2851|2.4849|4.4198|0.73|7.8049|7.8359|11.298|1.9846|-0.6998
of||0.0|-3.587|4.5131|6.6251|1.6113|2.519|11.9502|14.8147|4.0889|0.4919
manioc||0.0|-4.7328|6.9856|6.9856|2.0934|2.4143|22.5259|22.5259|6.4285|-0.9011
and|.|0.85|3.1121|2.7833|12.8225|0.8517|4.9066|25.7046|25.7046|8.5575|-0.1199
in||0.0|3.3285|2.9305|2.9399|1.2015|7.2091|10.7562|25.7046|3.7378|2.1169
fact||0.0|3.7875|2.1626|3.6751|0.5935|1.8141|21.2028|21.2028|7.5322|-0.5718
it's|,|0.0|2.405|4.1973|4.1973|1.4291|-0.5221|16.1286|21.5046|5.3932|0.3062
grown||0.0|2.7416|2.9506|4.1973|0.9162|4.3505|20.1319|20.1319|6.8626|-0.3292
all||0.0|-0.5937|2.0252|5.0892|0.5019|9.3568|13.036|23.4306|3.7765|-0.3292
over||0.0|1.4674|6.3911|6.3911|1.4809|5.1094|11.657|13.437|3.5154|0.831
the||0.0|-1.828|3.1179|7.2992|0.9784|2.0385|12.3483|14.9785|4.3965|0.7085
world||0.0|-5.3525|5.7049|7.3247|1.4415|0.3035|20.6683|20.6683|6.5487|-1.3034
yucca||0.0|-1.2054|6.6312|9.8388|1.2762|3.2544|30.2298|30.2298|8.0443|-0.7827
tapioca|,|0.33|-1.1261|3.5074|6.6312|0.8657|2.9416|24.0594|30.2298|7.0321|-0.3292
manioc|,|0.0|-2.6621|0.9152|3.6398|0.2015|5.1046|21.6101|24.0594|4.7209|-0.6998
cassava|,|0.0|-1.4344|6.0603|6.0603|1.4809|0.6428|23.4353|23.4353|8.0055|0.1452
it's|,|0.0|-3.2022|4.9792|6.4383|1.7294|-2.3621|17.1706|23.7232|5.9229|-0.1199
all||0.0|-0.9149|1.8231|5.5208|0.4795|8.5383|16.2056|23.6156|3.8417|-0.2304
the||0.0|-0.7199|2.6941|2.6941|0.7543|0.0226|13.5163|18.6336|4.485|1.2719
same||0.0|-0.7935|4.3311|4.3311|1.0176|0.1587|19.4307|19.4307|7.0651|-1.0179
thing||0.0|1.6015|4.1171|6.4607|0.9603|3.1795|22.6569|22.8344|7.9904|-0.5718
a||0.0|-3.1909|1.9793|6.9132|0.6553|7.2489|7.7554|23.51|2.8484|3.5253
very||0.0|-0.3696|8.0664|8.0664|2.577|4.1025|16.6419|16.6419|5.2998|0.0043
starchy||0.0|1.0356|4.0998|8.5086|0.6664|0.7335|27.7796|27.7796|7.2878|-0.7286
root||0.0|0.438|4.5693|5.7643|1.273|-4.2713|28.7982|31.0016|9.0887|-1.1425
vegetable||0.0|0.352|7.5024|7.5024|2.4139|0.4469|33.1886|33.1886|7.9568|0.1834
and|.|0.39|2.5625|2.5841|7.5024|0.7106|10.12|2.34|33.1886|0.8612|0.9646
you||0.0|4.6985|2.3477|5.1405|0.7123|7.8067|15.3538|15.3538|4.0478|0.4919
can||0.0|5.0798|2.8596|3.36|0.9164|2.151|15.3225|20.3317|5.9964|-0.2304
make||0.0|6.3686|3.6709|4.2417|0.9917|3.9111|20.8312|20.8312|6.1972|-0.8563
a||0.0|4.2923|3.9532|5.8604|1.4195|6.488|3.1172|20.8312|1.0649|4.652
very||0.0|1.7076|7.0695|9.4372|2.3975|2.2646|24.172|24.172|7.0195|-0.9427
thick||0.0|3.558|1.3738|7.4644|0.3694|-3.7539|25.1633|27.9719|8.7003|-0.8563
sticky|,|0.0|1.4007|4.5583|5.9854|0.8547|-5.3461|28.9922|30.2877|8.8346|-0.6386
porridge||0.0|0.5689|5.8024|6.0376|1.4144|0.9803|25.2117|32.8535|8.8946|-0.7562
out||0.0|-3.543|2.8482|7.3528|0.7523|5.7924|15.6752|25.6205|5.4823|-0.2304
of||0.0|-4.6001|0.415|2.9328|0.0946|-1.9948|11.3629|17.2405|4.348|1.6474
it||0.0|-3.8731|0.7268|1.2991|0.201|3.324|10.8495|11.936|4.0868|1.6474
which|,|0.34|3.1811|1.7715|8.2472|0.5361|2.1998|16.7755|16.7755|5.5963|0.1452
you||0.0|2.779|3.6207|3.6207|0.9781|7.3196|10.7706|18.2126|3.426|-0.1199
can||0.0|2.3209|4.3031|4.3031|1.4322|1.3207|18.8428|21.2262|6.57|-0.2304
use||0.0|1.2384|3.4215|5.2271|0.8244|3.3703|21.2241|21.3677|6.1977|-0.9011
to||0.0|2.8604|4.9517|5.0184|1.3156|-2.8857|23.2066|23.9983|8.4828|0.7085
bind||0.0|-1.0473|5.1493|8.6788|1.2375|3.8727|23.3482|27.5374|7.2179|-1.0839
together||0.0|-2.8354|5.7596|5.7596|1.6599|1.7844|21.8819|23.3482|6.3899|-0.0388
the||0.61|-11.7919|5.1656|15.152|2.0387|-0.3954|33.1226|36.2985|10.5913|0.0043
charcoal||0.0|-13.5248|3.1316|5.8477|0.9581|2.6571|22.9426|35.8826|6.0444|-0.4594
briquettes||0.0|-13.1614|3.6705|3.8357|1.262|-1.7513|25.011|25.011|7.6049|-0.1582
so|.|0.65|4.3864|1.0922|19.2884|0.3488|4.7426|27.1746|27.7924|9.057|-0.6998
