word|punctuation_before|pause_before|f0_mean|f0_range|f0_birange|f0_sd|i0_mean|i0_range|i0_birange|i0_sd|speech_rate_norm
not||0.0|1.9156|3.7874|4.0065|0.7861|-5.8725|39.3228|40.1029|14.4402|-1.2332
imposition||0.0|-3.7975|10.245|12.4615|3.2273|1.5478|36.5875|39.8801|8.6016|-0.3864
of||0.33|-14.867|6.1898|18.6076|2.4361|4.0659|17.5243|36.7777|7.5856|0.5792
the||0.0|-14.5547|3.9408|6.1898|1.256|4.6509|19.3036|21.809|5.9203|1.0532
framework||0.0|-14.5807|10.1167|10.1167|3.3254|2.8147|31.8467|31.8467|8.682|-0.3922
that||0.32|-1.3405|3.8056|21.317|0.9022|1.8458|26.3218|33.4989|9.867|-0.4366
works||0.0|-2.4963|5.584|5.584|1.354|-7.0126|38.9655|41.3686|13.5376|-1.244
on||0.0|-0.9884|3.5968|5.584|0.9168|7.4278|31.1965|41.0484|9.0547|-0.1179
the||0.0|-3.5925|2.9476|5.1403|1.1749|6.4876|8.7568|31.1965|2.8986|1.7643
basis||0.0|-4.7217|4.3628|4.7794|1.074|4.5214|20.6093|20.6093|6.9725|0.4844
of||0.0|-4.5207|0.1473|4.3628|0.053|-0.9903|16.1287|20.6093|6.159|2.2722
mathematical||0.0|-7.3529|7.3031|7.3031|1.9143|1.7195|29.3419|29.3419|9.7158|0.7485
modeling||0.0|-12.5287|5.7181|11.6234|1.8201|0.0156|24.5791|29.3419|7.406|-0.181
for|,|0.0|0.095|2.3259|17.4252|0.6611|-4.3773|35.6626|35.6626|15.2498|-0.3688
which||0.0|1.5774|4.5039|4.6283|1.301|5.4138|23.0187|36.2661|7.2026|-0.1179
i||0.0|2.1723|1.035|4.5039|0.425|10.9825|2.7864|23.0187|1.2058|7.6896
have||0.0|1.1958|1.7387|2.6066|0.6193|8.0712|11.9938|12.1628|4.2371|0.3969
enormous||0.0|-0.6168|14.4159|14.4159|5.5581|7.6208|23.0433|23.0433|7.6626|0.2902
respect||0.0|-6.8834|1.8407|14.4159|0.5091|-3.8752|33.2113|38.3969|8.4435|-0.3324
my|.|0.67|9.7446|2.2165|19.1084|0.6628|7.3962|20.8488|37.4486|5.5881|-0.0133
colleagues||0.0|8.5819|8.9437|8.9437|2.4828|3.2843|24.9724|24.9724|7.3078|-0.1179
at||0.0|5.8827|3.7143|8.9437|1.5495|6.2734|4.9558|24.9724|1.5496|1.7643
johns||0.0|4.9583|7.0995|7.0995|1.9985|5.3152|16.8352|16.8352|5.3731|-0.3688
hopkins||0.0|-8.7583|12.3384|20.1151|3.3328|-4.9331|39.4437|39.4437|11.5091|-0.793
were||0.0|-13.3338|2.7288|15.1975|0.8149|-4.9056|39.9908|40.6732|17.0377|-0.0133
among||0.0|-16.076|4.4613|7.2172|1.0205|9.3839|5.6446|39.9908|1.4673|1.0532
the||0.0|-20.6913|2.3447|6.7742|0.9244|6.4612|7.9622|8.6376|2.7275|0.7947
best||0.0|-21.5308|0.0|2.3447|0.0|-6.2156|24.8855|27.2491|9.5767|-0.8735
second|.|2.7|-0.9803|10.3148|26.3275|3.2171|2.2254|24.8999|26.8293|8.3341|-0.2108
instead|,|0.84|3.8918|7.3131|13.8143|2.1362|1.5561|32.4355|32.4355|10.2392|-0.6756
of||0.0|6.2857|4.6538|7.3131|1.252|-11.1837|35.7347|36.6051|11.5172|-1.0972
debating||0.0|-1.4827|17.0213|17.0213|5.2126|-0.0014|41.3014|41.3014|11.7683|-0.8533
endlessly||0.0|-12.297|20.5755|27.7261|6.3374|-2.157|41.6421|41.9732|13.2197|-0.9935
about||0.0|0.6076|4.3464|22.8654|0.9684|3.7427|27.7518|41.8148|9.0703|-0.0133
what||0.0|3.585|2.9843|6.6078|0.7882|1.2871|29.6934|30.8191|10.1973|-0.294
is||0.0|0.8002|6.3156|7.0703|2.2868|5.0237|13.782|29.6934|5.013|0.5792
the||0.0|-1.4652|3.8433|8.5712|1.0495|4.7413|15.0004|15.567|5.5878|0.7947
structure||0.0|-3.1953|8.1562|8.3068|1.6121|-3.787|30.7773|30.7773|9.8903|-0.294
of||0.0|-8.9805|0.7351|8.9292|0.2289|-0.373|21.204|30.7773|6.4756|0.5792
the||0.0|-9.6908|0.6047|1.3794|0.1919|-6.2765|19.2908|25.0413|7.0881|1.0532
state||0.0|-10.9516|1.8437|2.4894|0.5562|-12.0241|32.1397|32.1397|9.8902|-0.8102
why|,|0.46|15.4845|1.7451|28.0048|0.5878|7.8513|4.9471|38.5449|1.7214|1.3693
don't||0.0|10.0591|12.6018|12.6018|4.0943|-4.1153|24.7485|29.9618|7.8193|-0.294
we||0.0|4.3838|9.5809|17.5354|3.2545|4.1545|24.6641|30.3565|8.6593|1.3693
simplify||0.0|-3.8242|12.1695|18.6921|4.6364|-6.9792|31.6837|32.5417|8.3422|-0.0496
and||1.01|1.4989|2.2666|13.6814|0.6188|4.6261|41.2861|41.2861|11.3328|-0.0133
say||0.0|3.3146|5.1833|5.5755|1.592|3.5744|17.1742|41.2861|6.9327|0.2406
what|,|0.0|2.2748|3.27|5.9646|0.9427|4.0484|28.272|28.272|9.3944|-0.6533
are||0.0|-3.2586|17.8883|17.8883|6.4973|-1.7059|33.8703|35.0589|13.0404|-0.9783
a||0.0|-14.9528|2.652|20.7802|0.73|4.3028|35.8479|35.8479|10.0467|1.0532
series||0.0|-13.591|4.661|5.3926|1.1623|-1.1379|23.6682|35.8479|9.5349|-0.1657
of||0.0|-16.2131|4.8008|7.4369|1.4763|1.1561|22.6402|24.4436|8.4486|1.0532
functions||0.0|-16.054|6.2043|6.2561|1.5653|-7.5813|37.1079|37.1079|11.7559|-0.8429
that||0.67|-0.9061|1.9032|19.7856|0.5041|6.8157|13.1305|38.6824|5.6972|1.0532
the||0.0|-2.0506|3.7987|4.2775|1.3304|6.2369|15.4787|16.6899|5.4908|1.0532
state||0.0|-0.2875|2.7971|5.4298|0.7642|-1.1642|22.1061|23.2901|8.7379|-0.4981
in||0.0|0.903|2.6066|3.9534|0.8779|6.4754|15.8594|22.1061|5.6713|2.9494
the||0.0|-1.6086|1.7104|4.712|0.5658|7.4065|8.5624|15.8594|3.2726|2.9494
twenty||0.0|-3.177|6.2187|6.2187|1.9901|4.737|20.3924|20.3924|7.8218|1.0532
first||0.0|-5.8481|3.3708|7.4416|1.2937|-1.7385|21.7138|23.9866|8.1869|-0.294
century||0.0|-8.1206|4.7751|6.5572|1.1559|0.8063|26.0311|26.0311|8.779|1.0532
must||0.0|-12.1215|2.5351|7.8229|0.752|2.3546|20.5991|26.0311|7.7382|-0.4981
perform||0.0|0.0|0.0|13.8906|0.0|0.0|0.0|20.5991|0.0|0.0
clare|?|0.0|2.1189|1.2639|2.7221|0.2526|9.3145|16.6332|16.6332|3.5511|0.0
lockhart||0.0|1.6532|3.0525|3.0525|0.6669|4.0724|25.2231|25.2231|8.7921|-0.4035
and||0.0|-1.188|2.9175|5.5087|0.994|4.6144|17.0316|25.2231|4.4523|1.3693
i||0.0|-2.6166|1.0078|3.6616|0.2699|10.7784|2.0703|17.823|0.7578|0.7947
are||0.0|-3.5633|1.4117|2.3445|0.3847|8.7895|8.7912|8.7912|2.5797|1.0532
writing||0.0|-3.7692|7.2587|7.2587|1.4216|5.0577|22.3977|22.4132|6.9518|0.2406
a||0.0|-5.6933|1.4129|7.2587|0.5242|6.2208|7.3805|22.3977|2.6062|2.9494
book||0.0|-1.1111|9.3947|9.3947|2.9678|0.6547|25.5194|25.5194|7.6999|-0.3688
on||0.0|3.4792|1.3892|10.8191|0.2969|11.265|11.9224|26.2322|2.9595|-0.1179
this||0.0|3.4261|3.6339|3.6339|0.8024|-5.9361|31.222|34.7679|10.7926|-1.1295
we|;|0.34|0.0|0.0|4.7932|0.0|4.9217|4.7844|31.222|1.7357|1.3693
hope||0.0|3.4003|15.4515|15.4515|4.9464|-9.2498|34.0207|34.0207|10.6693|-1.0009
to||0.0|-1.9443|4.4693|19.96|1.6367|-12.7057|30.1883|35.9412|11.8826|-0.1179
share||0.0|-3.9351|5.7554|6.3199|1.7633|5.2887|12.8726|37.6701|4.0606|-0.4981
that||0.0|-6.2249|5.3603|7.8156|1.4156|0.958|21.1834|21.1834|7.4735|-0.294
much||0.0|-4.4526|1.0016|5.3603|0.2744|-0.1151|24.6735|24.6735|9.2625|-0.3688
widely||0.0|-0.6103|6.404|7.417|2.2223|6.2436|28.1941|28.1941|7.0177|0.7947
with||0.0|-0.3655|4.1555|6.404|1.5203|5.6476|8.6081|28.1941|2.5954|0.7947
and||0.33|-9.186|4.5654|13.4136|1.1097|7.9278|20.2565|20.2565|7.1671|-0.294
third||0.0|-5.7327|4.5149|8.5845|1.3217|4.9587|24.1706|24.1706|8.3797|-0.9291
is||0.0|-1.9763|5.6553|9.5754|1.2656|-3.2785|31.056|34.0674|10.4059|-1.0222
that||0.0|-0.3703|2.23|5.6553|0.8208|-2.2217|36.6103|36.6103|12.6072|-1.0009
we||0.33|-0.0741|2.8583|2.8888|1.0153|7.5686|17.0963|36.6103|4.3547|0.3969
could||0.0|-3.4602|4.7829|7.7079|1.2415|-1.4048|28.5831|28.5831|9.1442|0.4844
actually||0.0|-4.5105|6.7489|6.7489|1.8462|4.8172|19.8269|28.5831|5.9169|0.5792
construct||0.0|-6.643|9.7342|11.3253|2.3449|-3.1133|33.8811|35.2377|10.4871|-0.9665
an||0.0|-4.7588|4.0966|9.7342|0.9128|3.2619|37.0418|37.0418|10.3157|-0.8429
index||0.0|-8.2822|7.6608|8.286|2.2069|-5.0724|28.2948|37.0418|8.8356|-0.697
to||0.0|0.0|0.0|11.4728|0.0|0.0|0.0|28.2948|0.0|0.0
measure||0.0|0.3089|5.8236|5.8236|1.6983|7.9558|22.1858|22.1858|5.3377|0.0
comparatively||0.0|1.1058|5.5032|7.1633|1.1674|-0.5592|34.6525|35.2892|10.3143|0.7186
how||1.29|0.5809|1.6132|5.5032|0.5244|11.8931|4.8222|35.2494|1.3643|-0.0133
well||0.0|0.0071|7.4748|7.4748|1.5606|-1.9613|39.2717|40.1704|13.1822|-1.2642
these||0.0|-3.1448|4.5238|9.9911|1.2351|0.9388|36.1748|39.2717|9.5348|-0.4366
functions||0.0|-5.4158|4.8369|7.9024|1.4966|4.0671|27.7568|37.0103|7.6023|-0.4366
that||0.0|-6.8516|4.1937|5.1797|1.2559|2.7421|24.1744|27.9242|8.279|-0.2108
we||0.0|-5.6543|1.687|4.1937|0.5228|2.7923|22.0766|24.1744|8.8618|1.7643
would||0.0|-6.2997|2.7415|3.0286|0.9198|7.3293|6.9749|22.0766|2.548|0.3969
agree||0.0|-4.3636|11.6352|11.6352|4.3593|7.5467|10.3131|10.3131|3.4262|-0.8735
on||0.0|1.7169|11.0548|19.4567|3.4319|1.5822|26.6002|29.6049|5.4648|-0.9544
are||0.37|2.4473|2.8781|11.0548|1.0146|10.896|6.6421|30.7194|2.0768|-0.1179
being||0.0|1.6602|4.2498|4.2498|0.8979|11.1213|6.3241|6.9721|1.5329|-0.4981
performed||0.0|4.0542|14.1202|14.1202|3.6909|3.5921|22.1475|24.0581|6.9051|-0.3688
in||0.0|10.6873|1.4728|14.1202|0.5081|11.0445|3.7767|23.7028|1.3315|1.7643
different||0.0|6.8729|5.0978|6.8857|1.4004|0.515|24.6742|26.2324|9.0031|0.9615
places||0.0|7.6369|0.2891|5.0978|0.09|-11.1224|36.1472|37.3696|10.5997|-1.3247
so|.|0.55|4.1754|0.9348|3.8868|0.313|0.6897|24.7456|37.6142|10.2744|0.3969
what||0.0|5.7102|5.9678|5.9678|1.3644|6.3435|19.5647|26.3365|6.4177|-0.3688
are||0.0|6.4549|10.8593|10.8593|3.2967|10.8358|8.5262|20.7097|2.3157|0.3969
these||0.0|-1.8134|4.01|15.6357|0.9812|4.7543|17.5414|20.3507|5.8492|-0.4981
functions||0.0|-2.696|3.1026|4.3845|0.8594|-7.3753|35.8211|35.8211|10.5982|-0.8735
we|?|0.51|3.3867|5.0957|10.3599|1.6316|11.1537|3.0907|36.2164|0.9937|0.3969
propose||0.0|1.2216|8.3714|8.6023|2.5987|2.223|25.5833|25.5833|8.104|-0.468
ten||0.0|-2.5068|0.8803|8.665|0.2015|-7.3106|34.8157|34.9995|10.2563|-0.9783
and|.|0.52|13.1727|6.7292|18.1941|1.7549|7.8171|24.3068|36.0632|6.2017|-1.0009
it's||0.75|8.8561|7.6382|9.503|2.6022|-2.3064|30.9949|31.016|10.1733|-0.294
legitimate||0.0|1.6753|8.3858|16.1948|1.592|4.9682|31.9046|32.1819|7.5248|0.7372
monopoly||0.0|-0.5225|6.4337|10.5211|1.2261|8.1021|24.3906|31.9046|6.844|1.3693
of||0.0|-3.5624|5.7117|8.4742|2.1561|6.5039|13.5437|24.3906|5.5289|1.0532
means||0.0|-2.6575|5.711|6.2179|1.6399|6.1369|21.1958|21.3466|6.9047|-0.6058
of||0.0|-4.2507|5.5119|6.0461|1.9947|5.2795|13.3989|21.1958|4.4172|0.7947
violence||0.0|1.8917|9.6752|11.9854|2.6654|0.0802|39.4635|39.4635|13.3419|-0.9898
administrative|,|0.0|9.398|3.9383|15.9548|1.0747|0.8223|32.2818|39.4635|9.6795|0.6609
control||0.0|11.6317|7.2845|7.785|1.6994|-3.933|37.7981|37.9985|13.1113|-0.9898
management|,|0.0|9.7239|4.9765|8.2299|1.2708|5.7985|39.2167|39.2167|7.9028|0.205
of||0.0|6.0689|5.5334|8.7658|2.0427|1.123|22.004|39.2167|6.7294|1.3693
public||0.0|-7.809|23.2732|29.1222|7.6282|2.7972|26.2676|26.2676|7.7292|0.044
finances||0.0|-21.3408|0.8393|24.3303|0.3178|-0.6719|36.3236|36.4155|12.5172|-1.1445
investment|,|0.0|0.0|0.0|21.6079|0.0|1.8258|39.9446|40.8886|9.9112|-0.181
in||0.0|16.0722|0.0|16.0722|0.0|-9.9864|8.9918|39.9446|3.2781|2.9494
human||0.0|9.3413|12.1172|12.5781|2.621|5.8578|18.643|26.3712|5.6751|0.2406
capital||0.0|0.1842|4.2865|16.6871|0.8678|-3.8498|38.7705|38.7705|12.682|-0.4577
provision|,|0.0|-2.5376|4.3683|8.4687|1.1776|1.8039|38.5527|41.4393|12.2177|0.2406
of||0.0|-5.8475|6.0274|8.2261|2.4719|2.6297|21.3573|39.6201|8.4403|0.7947
citizenship||0.0|-11.5108|5.6143|11.7886|1.1928|-2.2223|32.619|32.9937|9.0425|0.1052
rights||0.0|-12.4814|2.3983|5.6143|0.6582|-2.9936|30.424|33.0022|11.6363|-1.0799
provision|,|0.48|-2.0674|3.6098|13.1517|1.0907|7.7845|12.2191|31.5811|3.1924|0.6469
of||0.0|-3.1701|1.9507|3.9189|0.4953|-0.8283|24.6139|25.2976|9.7476|0.3969
infrastructure||0.0|-2.739|12.4476|12.4476|2.1823|-4.1315|39.5572|39.6996|11.734|-0.6533
management|,|0.0|9.0205|11.4082|22.085|3.0719|5.4336|23.2025|40.5087|6.8859|0.205
of||0.0|6.9357|4.1142|11.4082|1.2671|2.4727|11.2771|23.2025|4.0526|0.7947
the||0.0|6.8924|4.2424|5.2511|1.2978|5.5701|11.9319|11.9319|4.3917|1.7643
tangible||0.0|-2.9964|13.0887|17.4928|3.3573|2.9014|27.5994|27.5994|7.1513|0.1483
and||0.0|-4.6407|1.6843|13.0887|0.5675|8.0419|2.2412|27.5994|0.653|1.3693
intangible||0.0|-5.8275|6.0229|6.0229|1.6556|5.517|22.9624|22.9624|5.3769|0.0741
assets||0.0|-6.0856|6.9414|7.1061|1.6794|-2.351|27.8597|27.8597|10.2201|-0.5806
of||0.0|-7.4963|3.8115|6.9414|1.1411|-4.9463|23.0283|30.3181|8.2306|0.3969
the||0.0|-6.1874|2.8617|4.4616|0.9381|-4.8885|29.2084|29.2084|10.6207|0.3969
state||0.0|-11.0673|7.1622|10.1842|1.9282|-10.9072|36.6499|36.6499|11.51|-1.2332
through||0.0|-3.1642|1.743|12.8349|0.5472|-4.5304|36.7011|36.7244|13.9234|-0.2108
regulation||0.0|-2.5089|11.6361|11.6361|3.3462|4.2736|25.8788|36.9195|6.8664|-0.1421
creation|,|0.46|0.4364|5.3392|12.2805|1.6861|7.6429|29.7687|29.7687|6.428|-0.3324
of||0.0|-0.581|3.9921|5.8522|1.4939|4.6508|19.1427|29.7687|6.2177|0.7947
the||0.0|0.2145|2.4582|3.9921|0.7663|3.4328|21.3796|22.3601|8.2962|1.7643
market||0.0|-5.5803|6.4717|9.1192|1.7949|-3.2249|38.4351|38.4589|12.7346|-0.8429
international|,|0.0|0.0687|10.6809|15.2082|3.1382|3.6702|39.5248|39.5248|8.9992|0.3969
agreements||0.0|-6.4132|6.9138|15.7254|1.5926|5.7611|18.7354|39.5248|5.7299|0.1934
including|,|0.0|-7.3912|3.7554|7.6557|0.8672|3.918|23.2115|23.2115|7.7139|0.3969
public||0.0|-8.0357|10.0031|10.0031|2.5256|2.323|18.1729|23.2115|5.2649|-0.0133
borrowing||0.0|-4.9264|9.8015|10.7746|2.7424|5.4846|24.3606|24.3606|5.6568|-0.1179
and|,|0.34|-2.4088|5.1698|12.6114|1.7503|8.402|10.5573|24.4075|4.1994|0.5792
then||0.0|-3.8315|3.1936|5.7954|0.9566|8.336|12.7475|12.7475|4.168|0.5792
most|,|0.0|-4.4397|1.8404|3.1936|0.5892|0.3963|27.3861|28.4068|9.4208|-0.6533
importantly||0.0|-8.3649|8.4012|9.5384|2.4678|-6.9172|37.0562|39.1639|11.0934|-0.4833
rule|,|0.0|-5.3659|6.2038|10.0533|1.8579|3.8864|39.3194|39.3317|12.3161|0.5792
of||0.0|-11.0269|2.9305|9.2188|0.8827|-2.1881|23.2755|39.3194|9.8078|0.1052
law||0.0|-13.3483|2.9751|5.9978|1.2206|-0.7688|26.4341|31.6811|7.9698|-0.4366
i|.|1.89|-0.8687|4.5125|16.4785|1.5411|12.3096|2.8994|34.0529|0.8141|0.7947
won't||0.0|1.8779|3.7678|6.4268|1.0324|7.9945|18.1792|18.5215|6.5621|-0.2108
elaborate||0.0|-1.1392|5.4983|7.1889|1.2137|4.9419|28.1104|28.1104|8.2794|0.5792
i|.|0.0|-4.9618|0.1492|6.6944|0.0694|7.8698|3.0389|28.1104|1.5196|2.2722
hope||0.0|-5.3494|2.4889|2.4889|0.4689|-0.1634|26.5721|26.5721|9.8403|-0.294
the||0.0|-5.8517|3.9355|4.4959|1.3005|1.1992|23.4021|26.5721|8.0647|1.3693
questions||0.0|-9.1415|7.8168|9.1466|2.078|0.8055|25.8728|25.8728|7.3661|-0.5269
will||0.0|-9.0796|3.0733|7.8168|0.744|3.5556|10.3028|25.8728|3.1087|-0.3688
give||0.83|-7.7205|6.0547|6.0547|1.8083|3.1428|17.1038|17.1038|4.734|-0.1179
me||0.0|-7.109|4.4607|6.0547|1.6258|9.991|8.2561|19.637|3.0273|2.2722
an||0.0|-8.3865|2.0231|4.4607|0.7837|11.8004|1.2933|8.2561|0.4615|2.2722
opportunity||0.0|-14.5424|12.8332|13.4835|4.1029|-4.2773|32.8256|34.0379|10.9426|0.5404
this|.|0.68|14.5922|3.338|36.5028|1.2605|-1.7251|31.9079|35.1169|11.2114|-0.8735
is||0.0|12.1687|7.7234|7.9833|2.6384|0.2147|32.0901|32.1817|10.7891|-0.4366
a||0.0|11.3173|2.6841|7.7234|0.9943|9.8442|14.1193|32.0901|4.5123|1.7643
feasible||0.0|1.9948|16.449|19.3251|4.2173|3.7814|25.5322|25.5322|7.7736|-0.294
goal||0.0|-6.4831|14.3017|18.9726|4.2412|4.9391|12.3499|25.5322|3.1805|-1.0799
basically|,|0.46|-5.1091|17.0084|21.1167|3.4319|2.478|29.751|29.751|8.6322|0.0741
because||0.0|-1.1315|5.1967|17.6134|1.1415|1.6508|25.7829|29.751|7.8504|-0.0672
contrary|,|0.0|3.626|8.1654|11.2922|1.8936|4.5616|30.7603|30.7603|9.575|-0.2108
to||0.0|2.2675|4.3743|8.26|1.1331|-2.3634|19.8709|30.7603|6.0847|0.7947
widespread||0.0|-2.5181|5.0399|9.6937|1.543|1.496|30.7135|30.7135|9.1347|0.1052
assumption||0.0|-7.1204|5.3786|7.9|1.7465|0.711|35.5802|35.5802|9.2106|-0.4577
i|,|0.36|-1.0433|1.25|8.3527|0.4032|12.0588|2.6735|35.5802|1.0557|2.2722
would||0.0|-1.0768|3.5821|3.5821|0.9035|7.3886|10.5127|11.6917|3.382|-0.0133
argue||0.0|-0.1314|3.3188|4.7613|0.9345|8.6059|10.8352|10.8352|3.3384|-0.697
that||0.0|-0.0023|3.8567|3.8567|0.8658|2.3956|22.1951|22.4526|8.0296|-0.0133
we||0.0|2.0607|2.6268|5.4227|0.7385|0.0902|27.2876|27.2876|11.4547|1.0532
know||0.0|4.3656|6.0902|6.3998|2.0958|12.3296|4.4532|27.9107|1.2429|-0.1179
how||0.0|0.0|0.0|7.4481|0.0|3.7921|12.8728|16.6657|4.4128|0.3969
to||0.0|0.0|0.0|0.0|0.0|-4.9978|17.8354|24.7929|5.861|0.1052
do||0.0|0.0|0.0|0.0|0.0|-2.3083|13.936|18.4619|4.4974|0.1052
this||0.0|0.0|0.0|0.0|0.0|-16.3309|17.15|28.8818|4.775|-0.8429
who|.|0.71|5.6829|2.8187|7.0997|0.9717|11.1723|5.5913|37.2224|1.5196|1.0532
would||0.0|8.4882|1.8275|4.8915|0.5069|8.866|15.6045|15.6045|4.3978|0.3969
have||0.0|3.595|10.8069|10.8069|3.8575|7.95|9.6262|15.6045|2.8614|0.3969
imagined||0.0|-4.3435|9.4373|18.1417|3.4029|3.3428|36.0072|36.0072|9.7428|-0.4577
that||0.56|-3.1007|4.5655|9.4373|1.5971|6.3367|12.2243|36.0072|4.4246|0.7947
germany||0.0|-11.308|7.9002|13.5854|1.9256|9.0399|19.455|19.455|5.1022|0.4545
would||0.0|-4.6128|4.6594|12.8094|1.7768|5.7097|11.9176|19.455|3.7419|-0.2108
be||0.0|-4.7955|1.0627|4.6594|0.3737|7.2578|15.6445|15.6445|6.028|1.0532
either||0.0|-4.108|5.4439|5.4439|1.314|7.9038|12.9817|15.6445|3.5737|0.1706
united||0.0|-6.7167|8.6908|8.7584|2.0907|5.4462|23.895|23.895|7.6891|-0.0844
or||0.33|-13.705|3.6905|13.7928|1.1699|9.5487|13.0614|25.2509|4.6464|1.7643
democratic||0.0|-14.9214|3.6305|5.0109|0.9088|0.4607|28.1783|30.692|8.742|0.3969
today||0.0|0.0|0.0|17.2287|0.0|-12.8192|29.1533|38.8069|8.6321|-0.294
if|,|0.62|10.3277|2.1036|11.4251|0.6897|1.4004|15.6478|37.8609|6.2033|1.3693
you||0.0|9.8045|3.1855|3.7181|1.0072|6.7014|12.6323|15.6478|3.7311|0.7947
looked||0.0|10.8519|2.553|4.3057|0.734|2.9094|25.9125|25.9125|9.08|-0.5543
at||0.0|8.2033|4.5772|6.2123|1.4275|-0.7771|22.991|25.9125|8.5452|0.5792
it||0.0|9.0336|2.399|4.8133|0.7459|1.7711|23.8765|23.8765|9.6239|0.3969
from||0.0|8.1886|3.4994|4.3559|1.2666|2.9598|24.9876|25.1159|10.4328|0.2406
the||0.0|5.8793|3.6191|6.0377|1.1731|7.2575|6.7106|24.9876|2.1342|1.3693
perspective||0.0|3.7977|9.7941|11.0989|2.4232|-1.2948|29.0643|29.0643|8.4299|-0.0133
of||0.0|-7.43|4.9442|15.3429|1.1857|-3.4767|27.1852|29.8996|10.2509|-0.2108
oxford||0.0|-10.379|11.3851|11.3851|3.7839|-3.7685|36.0557|36.0557|9.4045|-0.7176
of||0.52|-15.259|1.359|12.8506|0.4873|1.3473|26.137|36.0557|10.061|0.7947
nineteen||0.0|-17.8178|6.1357|6.8383|1.8325|6.6478|21.0928|26.137|6.8417|1.0532
forty||0.0|-20.4068|2.4859|6.3854|0.6322|-0.4741|19.7496|23.2722|6.8291|0.1706
three||0.0|-19.5241|1.8485|2.6292|0.4879|-6.2325|20.2656|27.2395|6.7758|0.0
but|?|2.34|15.5012|1.1704|36.7491|0.4095|-0.7871|27.784|31.4336|11.2692|-0.697
people||0.0|13.7098|2.9443|3.3816|0.6488|2.6896|29.802|31.3107|9.5008|-0.0672
at||0.0|10.8106|5.5372|6.3465|1.4028|-0.1653|25.2295|29.802|9.3385|0.3969
oxford||0.0|10.7359|3.7255|5.762|1.0202|-4.17|28.9255|30.3746|9.9547|-0.5269
prepared||0.0|2.7855|9.7967|12.9376|3.1095|-1.0671|33.3295|33.3295|11.3657|-0.7375
for||0.0|-1.7437|6.066|14.9692|2.2208|1.1818|27.5907|33.3295|11.428|0.1052
a||0.0|-6.4362|1.7427|8.0784|0.8023|7.0257|5.8661|27.5907|2.5973|5.3195
democratic||0.0|-7.0424|9.1296|9.1296|2.0879|2.8286|22.9451|22.9451|7.2703|0.3969
germany||0.0|-3.709|12.4181|12.8863|3.7141|6.3001|22.6998|22.9451|6.4734|0.1483
and||0.0|-2.7458|6.5828|12.4181|2.2267|7.9361|17.1922|23.2003|5.622|0.2406
engaged||0.0|-7.9477|6.1265|12.1804|1.2495|2.6327|25.2898|25.2898|8.1552|-0.4035
in||0.0|-9.6605|3.5818|6.1265|1.2218|8.7523|14.5369|25.3272|4.4614|1.0532
planning||0.0|-5.1383|14.0568|14.8391|4.1389|-2.0903|15.4234|20.5963|5.0894|-0.294
and|.|2.06|1.9255|3.1295|14.0568|1.108|13.008|3.5385|22.5276|1.1281|0.1052
there||0.0|2.8114|3.3292|3.7791|0.8175|10.1879|7.2013|8.3829|2.1827|0.7947
are||0.0|2.0234|1.4687|3.3292|0.5682|11.047|1.8405|7.2013|0.7368|3.8974
lots||0.0|-1.4314|4.0294|5.4252|1.4403|2.7513|24.158|24.158|9.8811|-0.3688
of||0.0|-3.7814|2.2048|5.9374|0.7384|0.9374|24.0314|24.201|8.0436|0.3969
other||0.0|-5.5363|1.6824|3.9539|0.5158|4.2672|14.6853|24.9003|4.7229|1.7643
examples||0.0|-5.6074|4.947|4.947|1.4071|-12.1717|32.6536|41.7987|9.5377|-0.9291
now|.|2.39|8.4585|13.3185|24.2093|4.6987|2.4056|34.7317|42.4091|10.8151|-1.2332
in||0.46|2.0324|2.0693|15.1059|0.5294|9.7913|16.0982|34.7317|5.3682|-0.3688
order||0.0|7.7822|8.6926|10.0298|2.7583|7.2057|19.3598|19.3598|5.1011|-0.1179
to||0.0|2.9886|5.7711|12.8062|1.5984|-0.1512|22.536|23.8574|7.9029|0.2406
do||0.0|-2.7152|8.0889|11.9643|2.0929|6.6538|10.503|22.536|3.8432|-0.1179
this||0.0|-9.1558|5.335|12.8977|1.5377|2.4597|21.1836|21.4134|7.5412|-0.4366
and||0.0|-11.0378|5.1334|6.2071|1.5989|9.5873|14.8761|24.2601|4.4363|0.3969
this||0.0|-10.3932|6.0866|6.2446|1.6189|2.8318|18.437|20.2544|6.871|-0.1179
brings||0.0|-11.5591|11.8468|11.8468|3.5072|7.2166|20.8538|20.8538|4.8688|-0.7375
this||0.0|-15.1357|4.4891|12.0061|1.4668|1.452|19.4272|21.1267|6.2798|-0.4981
group||0.0|0.0|0.0|17.5154|0.0|-9.1077|27.8526|34.9887|8.776|-1.0617
we||0.8|0.6757|2.8759|2.8759|0.7857|11.7864|3.0027|36.2937|0.9011|0.2406
have||0.0|3.1778|4.4404|5.3432|1.2325|1.3182|24.9045|24.9045|8.145|-0.9291
to||0.0|3.096|3.0277|4.4404|0.9917|0.1358|26.6621|28.0499|10.7381|0.5792
rethink||0.0|-2.3358|6.476|9.915|1.8816|3.3571|26.5304|27.2763|7.7687|-0.2535
the||0.0|-5.6894|1.8788|7.5566|0.545|-1.9072|22.2706|27.1407|9.1582|2.9494
