word|punctuation_before|pause_before|f0_mean|f0_range|f0_birange|f0_sd|i0_mean|i0_range|i0_birange|i0_sd|speech_rate_norm
took||0.0|3.0473|7.6867|7.6896|2.4476|5.8823|14.8982|17.498|4.5524|-0.623
our||0.0|3.5607|1.8682|7.6867|0.5239|6.143|15.9222|15.9943|4.9773|-0.4722
order||0.0|1.8323|3.3543|3.8259|1.1329|4.2633|14.5047|15.9222|5.8817|-0.1025
and|,|0.0|-0.9955|1.9404|5.7625|0.553|7.0487|9.0208|14.5785|2.6756|-0.4722
then||0.0|0.2419|3.4564|3.884|1.1544|2.5891|19.7072|19.7072|6.6226|-0.1025
went||0.0|-1.6576|1.6006|4.4393|0.5964|7.2443|2.2291|19.7072|0.7179|-0.5269
to||0.0|-2.6406|2.1013|3.0121|0.7608|6.8582|3.592|3.592|1.273|1.3433
the||0.0|-3.5225|5.722|5.722|1.9335|3.4019|13.8562|14.2592|4.2152|1.0361
couple||0.0|-3.1279|4.0728|6.4955|1.1267|1.8377|18.0608|18.0608|6.8644|0.246
in||0.0|-5.4741|4.6176|7.5325|1.744|4.7244|13.5752|18.0608|3.8084|1.7274
the||0.0|-6.7471|2.5286|5.0654|0.9614|2.6596|18.8459|19.0189|6.6172|1.3433
booth||0.0|-6.0253|1.5753|2.921|0.5895|3.3284|10.4435|18.8459|3.9752|-0.623
next||0.0|-4.9305|3.1285|3.663|0.9352|0.64|18.6541|18.6541|4.849|-0.9158
to||0.0|-3.3744|4.7821|5.2969|1.6948|5.5215|5.3367|19.5444|1.9143|-0.2737
us||0.0|-6.685|5.257|8.8777|1.994|1.687|9.8316|11.8347|3.3844|-0.3465
and|,|0.0|-6.3929|6.3465|6.3465|1.7098|-2.1614|20.7837|20.7837|6.934|0.3979
she||0.0|-6.7936|1.0504|6.3465|0.3184|-0.7217|13.5671|20.7837|5.7534|-0.8371
lowered||0.54|-7.9402|2.0454|2.7799|0.7255|1.2113|17.0066|17.0561|5.7125|-0.0009
her||0.0|0.0|0.0|9.2077|0.0|0.0|0.0|17.0066|0.0|-0.1929
voice||0.0|-9.7941|0.2093|9.8987|0.148|3.9208|11.6585|11.6585|4.5356|-1.0547
so||0.0|-8.569|1.43|2.0368|0.535|1.5105|9.3843|12.8333|3.6782|-0.0009
much||0.0|-6.1458|4.1069|5.3765|1.4241|2.159|10.1639|10.1639|2.2754|-0.6656
i||0.0|-7.3555|4.8149|6.6647|1.3498|-1.7255|23.0696|23.0696|7.0895|3.8012
had||0.0|-10.0891|0.4632|4.8149|0.206|1.2693|1.5959|23.0696|0.6857|1.3433
to||0.0|-9.2671|1.9482|1.9482|0.5406|1.7201|1.9386|2.2243|0.7119|1.7274
really||0.0|-10.7114|1.41|2.9002|0.4451|-0.2331|11.3336|11.3336|4.4068|0.0549
strain||0.0|-5.743|1.6477|6.524|0.6534|0.4656|7.1796|11.3336|2.4707|-1.1408
to||0.0|0.0|0.0|6.6016|0.0|0.0|0.0|7.1796|0.0|2.2211
hear||0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.246
what||0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.1144
she||1.79|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-0.4124
was||0.0|-2.4876|1.9411|3.4485|0.5689|-6.2264|13.2897|13.2897|4.3084|0.0
saying||0.0|-0.7533|2.7886|4.1111|0.7653|-2.0749|13.431|15.7374|4.8305|0.0
she|.|0.0|-2.1088|1.9042|3.5343|0.4855|-4.9687|16.8587|19.4955|4.7171|0.0
said||0.0|-2.4855|2.5782|2.5782|0.7512|-6.7458|22.7406|22.8744|7.4147|0.0
yes||0.0|-2.5264|1.0986|2.5782|0.3319|-5.5712|15.3082|22.7406|4.6019|-0.7756
that's|,|0.0|-3.3854|2.3648|2.7724|0.6172|-6.6129|23.8502|23.8502|6.7456|-0.9818
former||0.0|-4.2596|2.9059|3.8751|0.7823|-3.5922|11.8541|23.8502|2.9605|-0.149
vice||0.0|-2.8809|4.2433|4.6806|1.0154|-8.7615|22.8193|24.4767|7.6123|-0.705
president||0.0|0.0|0.0|5.7877|0.0|-9.7002|5.5584|22.8193|2.2803|0.3448
al||0.0|-6.6707|0.982|7.0983|0.3228|-9.3853|14.4121|14.4121|3.6031|-0.4124
gore||0.0|-5.5458|1.0636|2.1188|0.316|-14.2377|22.0504|22.9003|8.0024|-0.8074
and||0.0|0.0|0.0|6.0431|0.0|-12.4201|19.4648|22.0504|5.6675|0.5752
his||0.0|-5.6589|0.5578|6.0531|0.2025|6.682|0.3172|32.3985|0.1365|-0.4124
wife||0.0|-5.8689|1.2931|1.2931|0.5009|6.7005|0.1463|0.3172|0.0731|-1.0201
tipper||0.0|-3.0109|4.6113|5.3593|1.387|6.8264|6.2696|6.2696|1.0034|-0.2737
and|.|0.84|-4.3478|8.9349|8.9349|2.7339|2.1722|15.5505|15.5973|6.2526|1.0361
the||0.0|-11.2724|2.5032|11.5246|0.8888|-1.954|12.8761|18.013|5.2747|2.8795
man||0.0|-9.7777|2.6534|4.1501|0.7712|-1.6015|23.8481|23.8481|8.7193|-0.8371
said||0.0|-9.8459|2.2507|2.7388|0.55|3.6842|5.2873|23.8481|1.7277|-0.8912
he's|,|0.8|-11.1185|1.0186|2.6768|0.4308|3.279|1.7301|5.2873|0.6509|-0.4722
come||0.0|-10.1109|1.3458|2.0964|0.4475|3.5031|2.1567|2.2242|0.7021|-0.705
down||0.0|-10.4049|4.7462|4.7462|1.7062|1.9813|7.3518|7.3518|2.0408|-0.5269
a||0.0|-12.2185|1.7735|4.9532|0.7857|2.3456|3.5696|7.3518|1.3421|1.7274
long||0.0|0.0|0.0|13.2581|0.0|0.0|0.0|3.78|0.0|-0.865
way||0.0|4.4699|1.784|5.4733|0.601|4.3273|7.4546|7.4546|2.3725|-1.0014
hasn't|,|0.0|6.1886|3.939|3.939|1.4351|5.3016|6.7711|8.396|2.0304|-0.0009
he||0.0|5.3797|3.1072|3.939|0.9206|6.6246|8.974|8.974|2.8554|0.0
there's|?|0.0|4.025|2.0032|3.9826|0.7774|5.3956|5.4507|8.974|2.4491|0.0
been||0.0|2.0899|3.025|4.3923|1.2946|5.6247|10.1404|10.1404|3.3357|-0.0009
kind||0.0|-0.2557|8.4528|9.4404|2.5485|3.0038|14.3127|14.3127|5.201|-0.1025
of||0.0|-4.2628|3.2098|8.4528|0.9692|4.7076|11.3147|14.3127|4.5344|2.8795
a||0.0|-5.0534|8.7752|8.7752|2.567|0.5488|20.8117|21.8226|6.0327|1.3433
series||0.0|13.0517|3.3207|23.8232|0.9918|6.5518|10.2231|22.711|3.5694|-1.086
of||0.0|11.4148|7.6447|7.6447|2.3945|5.1478|18.0346|18.0346|5.6584|-0.8371
epiphanies||0.0|13.0141|7.0233|7.8311|2.2702|1.7737|18.3414|18.5202|6.4847|-0.634
the|.|1.35|7.5297|7.7099|11.4641|2.7807|0.2567|24.0498|24.0498|7.5213|0.5752
very||0.0|5.9871|11.4992|14.4644|2.9683|3.5124|24.3605|25.0248|7.1536|-0.149
next||0.0|-6.153|0.7476|16.2786|0.3559|5.4809|6.4901|24.3605|2.9862|-1.0201
day||0.0|-7.2021|2.499|3.147|0.6623|4.8321|13.0039|13.0039|3.1213|-1.1761
continuing|,|0.0|-9.5677|7.7227|8.4671|2.5193|-4.1969|20.8868|22.0259|6.8705|-0.3465
a||0.0|-14.2666|0.073|7.7227|0.0516|-5.1289|20.6179|22.4582|5.3987|2.2211
totally||0.37|3.3609|5.4307|20.0295|1.9544|7.3028|11.8369|26.0579|3.618|1.7274
true||0.0|3.3469|4.3819|5.4307|1.0347|5.3958|16.3265|16.3265|5.2676|0.0
story||0.0|-1.0014|2.6676|7.4517|0.644|6.4885|6.4298|16.3265|1.4978|-0.3111
i|,|0.5|-3.1649|1.7587|4.7468|0.6756|4.9449|3.4372|6.4298|1.2795|-0.1025
got||0.0|0.0|0.0|4.1173|0.0|0.0|0.0|5.9059|0.0|-0.8371
on||0.0|-1.7203|3.0339|3.7315|1.0229|-4.809|33.7716|33.7716|13.0979|-0.7415
a||0.0|1.3986|7.9319|8.9589|2.1085|3.6667|19.7229|34.1752|7.7127|2.8795
g||0.0|0.0|0.0|7.9319|0.0|0.0|0.0|19.7229|0.0|-1.0547
five||0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.396
to||0.0|5.1036|8.5325|8.6944|2.4081|0.888|21.6907|21.6907|7.2153|-0.1025
fly||0.0|0.0|0.0|8.6944|0.0|0.0|0.0|21.6907|0.0|-1.0547
to||0.0|9.2053|4.944|11.1243|1.7978|5.2251|16.9374|16.9374|4.988|-0.8912
africa||0.0|10.0782|2.892|5.0747|0.9856|4.4156|10.7989|16.9374|3.6687|-0.2478
to||0.0|5.2525|4.7663|7.8482|1.3404|-1.3577|19.4915|20.4604|6.1836|0.0
make||0.0|1.4025|3.5558|8.4485|1.4386|7.2329|7.8475|21.4778|2.2011|0.0
a||0.0|-3.4767|10.4799|12.2014|3.2012|5.0485|17.6685|17.6692|4.3195|1.7274
speech||0.0|-5.5854|0.6428|10.4799|0.2187|5.7503|0.5124|17.6685|0.2043|-0.9391
in||0.0|-5.0689|1.2449|1.3758|0.4058|3.9386|6.8101|6.8716|2.2702|1.0361
nigeria||0.0|-9.6811|6.1463|7.4549|1.9323|2.2044|13.7147|13.7147|5.7326|-0.6922
in|,|0.0|-16.7068|6.6511|13.2166|2.2612|1.6127|11.4273|13.7147|4.0516|1.3433
the||0.0|-11.3428|12.1105|13.8625|3.8643|3.0623|15.9676|15.9676|4.7959|1.3433
city||0.0|-4.4158|2.0428|14.249|0.689|4.2109|11.3249|15.9676|3.1686|0.6754
of||0.0|-2.9341|0.314|2.4119|0.1206|5.6855|2.406|11.5039|0.9342|-0.1025
lagos||0.0|-2.6331|3.5826|3.5826|1.0487|-1.1856|20.1166|20.1166|6.5057|-0.7589
on|,|0.0|-1.3432|3.7473|4.4075|0.8594|-14.7081|34.456|34.587|11.5662|0.5752
the||0.0|1.035|7.8872|7.8872|2.0467|0.1513|35.1066|36.0809|9.0828|2.2211
topic||0.0|0.0|0.0|7.8872|0.0|0.0|0.0|35.1066|0.0|-0.3465
of||0.0|-1.023|2.7223|2.7223|1.0637|7.3739|2.6968|8.7335|1.105|-1.1007
energy||0.0|1.2286|12.6873|12.6873|3.8603|3.3236|15.358|15.5812|4.8575|-0.0362
i|.|0.71|5.9945|1.8476|12.6873|0.7362|4.4093|11.2788|15.358|3.789|-0.1929
began||0.0|6.0805|2.6705|2.7198|0.6713|-3.7066|28.1654|28.2809|8.4818|-0.8074
the||0.0|-2.8148|3.2446|10.9434|0.9483|6.2427|10.9515|30.6413|3.2321|1.0361
speech||0.0|-1.0775|7.8918|7.8918|1.9357|2.2184|19.9702|19.9901|6.2234|-1.3283
by||0.44|-4.4899|3.5186|8.2407|1.0225|4.4055|8.8274|19.9702|3.0481|0.246
telling||0.0|-5.1129|1.823|3.5186|0.713|1.6653|6.179|8.8564|2.3627|-0.7236
them||0.0|-6.5437|6.6603|6.6603|1.9126|0.7498|26.567|26.567|6.5286|-0.8074
the||0.0|3.1001|2.3353|15.0731|0.9167|-0.5446|10.3489|26.567|4.3783|0.7847
story||0.0|5.0534|1.1807|3.5204|0.2821|2.5038|13.3168|13.3168|4.3459|-0.9276
of||0.0|3.5721|3.758|4.0294|1.3372|0.5172|9.5854|13.3168|3.15|-0.0009
what||0.0|-3.3613|6.6984|10.6041|1.9448|-4.3107|19.391|19.391|6.5237|-0.3465
had||0.0|-5.1225|4.5013|8.3792|1.3778|2.0565|19.8567|23.2904|6.0007|-0.1025
just||0.0|-7.9447|1.5185|5.98|0.6162|2.437|6.0874|19.8567|2.4515|-0.3465
happened||0.0|-8.2355|0.6556|1.5185|0.2026|2.1225|10.2142|10.2142|3.8753|0.1144
the||0.0|-9.572|2.9094|3.0548|0.9456|-2.732|20.0138|21.1046|7.036|1.7274
day||0.0|-9.0184|0.8535|2.9094|0.3285|1.8737|1.48|20.0138|0.6257|-0.1025
before||0.0|-6.8483|3.98|5.1635|1.1833|-3.0971|21.3082|21.396|5.8886|-0.0532
in||0.0|0.0|0.0|8.3156|0.0|0.0|0.0|21.3082|0.0|2.2211
nashville||0.0|-2.6117|0.6263|2.8741|0.2327|8.5993|3.2064|9.8079|1.0227|-0.07
i|.|0.88|-1.7119|2.5472|2.7415|0.8185|2.285|18.0395|19.3408|6.8239|-0.3465
told||0.0|-2.7975|0.2391|2.8162|0.0926|-0.5807|17.8429|18.8154|7.2611|-0.5769
it||0.0|-2.1585|2.1374|2.1374|0.5442|1.6615|19.1154|19.1154|7.3394|2.2211
pretty||0.0|-3.3336|0.6651|2.6309|0.2381|2.6331|15.9405|19.3015|6.5026|1.9578
much||0.0|-4.0699|2.7186|3.0714|1.0408|1.7099|12.5748|15.9405|4.4747|-0.1025
the||0.0|-4.2965|1.9684|2.7186|0.4793|2.4514|15.8269|15.8269|6.3705|1.0361
same||0.0|-4.9411|1.4323|2.3008|0.4851|7.644|1.2398|15.8269|0.3939|-0.623
way||0.0|-5.6961|0.1474|1.4767|0.0488|1.7021|12.7564|13.2102|5.0986|-0.0009
i've||0.0|-5.7837|1.1979|1.1979|0.4238|0.3465|11.1902|13.6464|3.4823|0.7847
just||0.0|-6.5521|1.873|2.3926|0.5151|3.7298|9.1347|12.3449|2.6519|-0.0009
shared||0.0|-6.1178|1.5563|2.3843|0.576|-1.3875|14.4225|14.4225|5.3843|-0.8912
it||0.0|-5.472|1.9818|2.0021|0.4943|-0.7125|19.2873|19.2873|6.8823|0.5752
with||0.0|-6.031|1.6318|2.2962|0.5233|3.579|18.4809|19.2873|4.6509|-0.705
you||0.0|-6.6749|0.2732|1.6318|0.082|-1.5269|16.3175|19.0993|5.604|-1.0201
tipper|:|0.71|-7.4858|1.9963|1.9963|0.6485|6.2142|3.7999|17.7963|1.7416|0.5752
and||0.0|-7.5256|1.8483|2.0762|0.7247|7.618|0.6269|3.7999|0.2545|1.3433
i||0.0|-5.6372|0.8735|3.1304|0.3262|6.023|3.7338|4.2942|1.1691|2.2211
were||0.0|-8.1458|4.1131|5.0429|1.0178|4.9366|11.6052|11.6052|3.2236|1.3433
driving||0.0|-7.7664|2.0097|4.1131|0.4732|2.9647|11.7508|13.045|4.3578|-0.149
ourselves||0.0|-7.6945|2.8186|2.8186|0.8418|3.6541|13.7267|13.7267|3.8787|-0.443
shoney's|,|0.0|0.0|0.0|9.2467|0.0|0.0|0.0|13.7267|0.0|-0.7589
low|,|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.1144
cost||0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-0.865
family||0.0|-8.6507|2.4884|10.2727|0.7796|0.4336|16.1274|16.1274|5.0413|0.8632
restaurant||0.0|-8.2|0.9613|2.4884|0.2754|-2.5148|12.7222|16.1274|5.8209|0.0359
chain||0.0|3.4281|2.0316|13.1423|0.6841|-2.5591|13.0431|13.3861|5.7476|0.246
what|,|0.0|4.003|1.2513|2.2529|0.4975|-0.1098|15.9564|15.9564|6.445|0.7847
the||0.0|3.0799|3.5563|3.5563|0.9858|4.2898|5.9682|16.543|1.302|1.7274
man||0.0|3.6176|1.9642|3.5563|0.4711|-0.1703|15.6482|15.6482|5.9964|-0.7756
said||0.0|-1.2053|3.8615|7.2051|1.3299|7.1861|9.5422|17.9557|2.7631|-1.0201
they||0.0|2.7596|7.9688|8.1527|2.4823|2.1534|24.8279|25.3789|7.9843|0.3979
laughed||0.0|-3.9927|3.9116|11.8265|1.1939|1.7421|20.5998|24.8279|7.2708|-1.345
i|.|1.3|-2.1596|3.0196|5.1897|0.941|1.5314|25.165|25.165|9.811|-0.7756
gave||0.0|-2.1605|2.0373|3.22|0.7958|7.3453|8.2263|25.165|2.4389|-0.4124
my||0.0|-3.3724|2.2214|3.7079|0.8865|-3.3007|20.1907|21.6611|6.6797|-0.1025
speech||0.0|-4.6428|0.5638|2.6111|0.2234|2.6358|18.5636|20.1907|6.9705|-0.8912
then|,|0.0|-1.6862|5.7912|5.9243|2.148|6.0652|8.8065|18.9831|2.3739|0.246
went||0.0|-2.3541|4.0448|6.0475|1.2027|3.496|17.7236|17.7236|6.2232|-0.2737
back||0.0|-3.1897|5.077|5.2704|1.3553|6.7064|11.6227|17.7236|3.6402|-0.5269
out||0.0|-5.1224|1.7512|5.077|0.5977|-0.2264|11.2729|16.5221|4.7373|0.246
to||0.0|-6.1063|0.8319|2.1782|0.3019|5.3052|4.1929|14.0902|1.7444|1.3433
the||0.0|-6.5364|2.7968|2.7968|0.8117|0.7728|19.8227|19.8227|7.2216|0.7847
airport||0.0|-7.4637|2.6952|3.8851|1.0484|-1.7352|16.1006|19.8227|5.679|-0.443
to||0.0|-9.563|2.5601|4.5666|1.0238|-0.0568|22.8974|22.8974|8.0235|0.7847
fly||0.0|-11.9679|1.2777|3.7716|0.4278|-0.925|17.003|22.8974|5.8531|-0.4124
back||0.0|-12.2006|0.452|1.3506|0.1487|-1.4708|17.8019|17.8019|6.171|-0.5269
home||0.0|0.0|0.0|12.2879|0.0|3.6643|12.288|21.0561|4.5813|-0.3465
i|.|0.35|-5.6275|0.7618|6.1271|0.2668|-1.512|25.5955|25.5955|10.3071|1.0361
fell||0.0|-2.5417|5.4673|5.8885|1.8325|-0.198|17.4705|25.5955|6.3649|-0.0009
asleep||0.0|-0.7823|0.721|5.4673|0.1983|6.603|6.1647|18.4007|1.7886|0.246
on||0.0|-1.4531|2.7272|2.7272|1.043|4.936|8.6777|9.1684|3.4026|1.0361
the||0.0|-1.8758|1.6509|2.7272|0.2794|3.1246|17.8007|17.8007|5.4954|2.2211
plane||0.0|-0.1747|9.5859|9.5859|2.7688|3.5822|20.3201|20.3201|5.9668|-1.1007
until|,|0.74|-5.9683|5.0261|14.8504|1.0837|2.7165|15.9373|20.3201|5.1767|-0.7236
during||0.0|-6.6243|1.2522|5.0261|0.4101|5.9|1.7525|15.9373|0.6666|0.0549
the||0.0|-3.3052|6.0038|7.0547|2.1201|7.5102|2.4362|3.6562|0.5461|1.3433
middle||0.0|-1.1287|1.4697|6.0038|0.6327|6.442|4.688|4.688|2.1423|0.1779
of||0.0|-1.6756|0.5682|1.6218|0.1918|7.2413|2.0453|4.688|0.7032|2.8795
the||0.0|-4.3142|3.8832|5.0226|0.9276|5.9182|10.6462|10.6462|3.0738|1.7274
night||0.0|-7.1965|2.0411|5.0861|0.6873|4.1036|5.4627|10.6462|1.5822|-0.8074
we|,|0.0|-4.8083|5.6948|5.6948|1.9249|4.7231|13.8302|13.8302|4.0985|0.3979
landed||0.0|0.0|0.0|8.4877|0.0|2.6619|4.0449|13.8302|1.4879|-1.2758
on||0.0|-2.283|1.5949|3.0156|0.6051|1.7579|5.5194|5.573|2.0373|-0.1025
the||0.0|-4.233|4.3334|5.3908|1.0794|3.969|13.2883|13.2883|4.0988|0.3979
azores||0.0|-6.2109|2.4327|5.2225|0.7402|4.0684|16.3968|16.4802|5.0537|-0.5769
islands||0.0|-7.2926|0.9093|2.497|0.2147|-3.7429|20.0732|23.8388|7.4718|-0.3803
for||0.0|-6.2539|3.4406|3.4406|0.6149|1.6469|16.8294|22.1781|5.4244|0.1144
refueling||0.0|-15.9472|0.0|11.2076|0.0|2.5063|19.4943|19.4943|7.7496|-0.2478
i|.|0.81|-13.1475|6.2185|6.2185|2.0364|3.2538|18.5879|20.5277|6.3751|1.0361
woke||0.0|-13.2832|3.0982|6.2185|0.7474|-4.5979|26.9806|26.9806|10.2666|-0.4124
up||0.0|-7.8665|1.5312|7.24|0.4932|6.2415|1.9869|26.9806|0.6278|-0.9818
they|,|0.44|-2.0395|6.0203|8.1455|1.6408|2.7708|21.3219|21.3219|6.8916|1.0361
opened||0.0|-3.1045|1.4232|6.0203|0.5259|4.4928|8.7148|21.3219|3.2664|0.5752
the||0.0|-4.195|4.1682|5.0718|1.1715|5.8795|12.2028|12.2028|3.927|1.7274
door||0.0|-5.6319|2.106|4.1682|0.8378|5.8507|2.8102|12.2028|1.1056|-0.6656
i|,|0.0|-5.7211|4.5652|4.5652|1.7341|4.2411|9.1894|9.1894|2.859|3.8012
went||0.0|-3.5951|0.3097|4.5721|0.0976|2.7192|19.7124|19.7124|7.4437|-0.5769
out||0.0|-4.3115|2.3314|2.5639|0.8181|-1.5847|16.8049|20.7176|6.9922|0.3979
to||0.0|-5.3493|2.838|3.6226|0.8548|1.4025|18.5987|19.7233|6.6144|1.7274
get||0.0|-6.1463|6.2724|6.766|1.9155|-0.532|15.3023|18.5987|5.814|0.246
some||0.0|-14.6462|4.054|10.9745|1.1873|0.4518|22.9693|22.9693|7.8766|0.3979
fresh||0.0|-15.2238|1.1089|4.054|0.4246|3.6135|8.494|22.9693|3.294|-0.705
air||0.0|-4.6084|2.8896|12.0775|1.0208|6.7628|2.947|10.3797|1.2953|1.0361
and|,|0.0|-6.5613|0.5633|3.2974|0.217|7.0185|1.1635|2.947|0.3886|1.0361
i||0.0|0.125|11.506|12.0568|3.9872|2.1111|19.1143|19.1143|6.602|2.8795
looked||0.0|-2.8018|5.1192|11.506|1.6592|5.3709|5.3084|19.1143|1.3939|-0.9818
and||0.0|-3.2697|1.3595|5.1192|0.3992|6.7051|2.5832|6.063|0.7646|0.7847
there||0.0|-4.1919|3.1208|3.4289|0.9867|2.1534|12.4497|13.1527|4.1637|1.0361
was||0.0|-3.6357|2.2669|3.5254|0.6845|5.3834|4.8155|12.5013|1.5684|0.3979
a||0.0|2.146|11.4049|12.3119|3.8214|6.6142|3.0442|6.6512|0.7786|1.7274
man||0.0|3.0172|14.0026|14.2163|4.8805|7.4609|6.1876|6.1876|1.7083|-1.0707
running||0.0|-1.391|5.4969|14.0755|1.2589|0.3037|18.4534|19.9032|7.0768|-0.2344
across||0.0|-2.2245|1.5097|5.4969|0.5827|-0.0615|14.7299|18.4534|6.4425|-0.3465
the||0.0|-5.8143|6.9627|8.9625|1.9143|0.8071|21.676|21.676|5.8577|2.2211
runway||0.0|-0.9696|1.5936|10.5944|0.6765|8.4221|1.3567|22.7298|0.4719|-0.443
and|.|1.33|0.8558|1.5538|3.2306|0.5227|8.5646|2.2901|2.2901|0.6254|0.3979
he||0.0|-1.2777|2.9205|3.8719|0.695|3.8431|10.6442|11.7398|3.4567|1.3433
was||0.0|3.4787|9.0387|9.358|2.939|6.6882|11.6245|12.7916|2.824|0.246
waving||0.0|3.2285|1.2027|9.0387|0.5065|7.3579|8.835|11.6245|3.4937|-0.1929
a||0.0|2.2558|3.4234|3.7542|0.9966|1.3571|18.7258|20.4668|6.2909|2.8795
piece||0.0|0.4103|1.5008|3.6491|0.5185|0.6141|14.4469|18.7258|4.9252|-0.4124
of||0.0|-2.1815|4.0648|5.6107|1.1858|1.9331|18.4291|18.4291|6.4537|1.0361
paper||0.0|-1.7071|1.8529|4.0648|0.5741|4.9089|13.3439|18.6463|3.8766|-0.2344
and|,|0.0|-1.6317|1.5783|2.0276|0.6337|7.3276|2.2862|13.3439|0.6169|-0.1025
he||0.0|-4.3598|3.562|5.1428|1.2225|2.7366|10.6103|11.7836|3.7852|1.0361
was||0.0|-4.1397|11.159|11.159|3.3733|3.97|11.3509|12.7686|3.1655|-0.1025
yelling||0.0|12.9657|4.3311|24.5822|0.9589|7.8816|9.8598|12.7088|2.3713|-0.8074
call|,|0.35|11.8983|10.8995|10.8995|3.4489|4.1798|20.0565|20.2753|5.6311|-1.2524
washington||0.0|0.6824|2.5204|16.9182|0.7573|7.7733|13.3123|20.1864|2.9157|-0.5927
call|!|0.86|-2.5529|15.9159|16.3534|4.8296|4.7673|20.4164|20.4164|5.5282|-1.153
washington||0.0|4.6899|4.5657|22.131|1.7502|-2.3851|15.1537|22.0085|5.4238|-0.544
and|!|0.0|7.0448|0.8767|4.5657|0.3041|4.3399|5.3618|17.4614|2.0734|-0.0009
i||1.6|1.9773|5.5277|7.2761|1.7561|1.3385|16.387|16.387|5.8057|2.2211
thought||0.0|0.3979|0.4141|5.6436|0.1627|0.412|9.3812|16.387|4.5196|-0.1025
to||0.0|-5.667|7.203|10.0011|2.165|2.459|12.3489|12.3489|3.6839|2.8795
myself||0.0|-7.0041|1.798|7.203|0.5719|4.8004|3.7674|12.448|1.2972|0.0549
in|,|0.0|-4.8019|1.9551|3.9036|0.8494|6.7762|0.5754|4.4409|0.2113|0.7847
the||0.0|-3.1397|3.3943|4.0858|1.2116|4.0434|4.7783|6.1603|1.7553|2.8795
middle||0.0|-5.6713|0.4326|3.994|0.1699|5.0846|2.6917|5.1678|1.0343|2.8795
of||0.0|-6.0525|0.1716|0.7153|0.0604|4.5394|1.0918|2.6917|0.4571|2.8795
the||0.0|-4.4766|3.2908|3.5131|1.3302|6.5462|1.456|3.0857|0.569|2.8795
night||0.0|-4.8918|0.5841|3.2908|0.3091|5.6712|0.0|1.4584|0.0|-0.0009
in|,|0.0|-4.9581|1.0543|1.0543|0.3849|5.6899|0.857|0.857|0.3857|2.8795
the||0.0|-4.1678|1.1922|1.7943|0.4125|4.3957|1.4766|2.2859|0.5078|2.8795
middle||0.0|-5.8222|1.5602|2.6342|0.6367|3.7969|1.8748|2.1728|0.8008|2.8795
of||0.0|-7.2177|1.8307|3.4376|0.6716|5.5811|1.2125|2.8888|0.3891|2.8795
the||0.0|-5.8291|6.6266|6.6266|2.3177|3.2114|19.4332|19.4332|4.5376|1.3433
atlantic||0.0|-1.436|1.666|7.4572|0.5776|4.7429|3.0613|19.4332|1.2912|-0.1338
what|,|0.0|-3.6776|5.0858|5.3288|2.0722|3.7331|0.2335|3.0613|0.1077|0.3979
in||0.0|-9.8421|3.9309|10.2237|1.2595|1.5062|3.0301|3.9674|0.8281|2.8795
the||0.0|-8.1|5.3119|6.1565|1.5068|2.1176|19.2885|19.2885|4.9671|0.246
world||0.0|-7.7244|0.9186|5.3119|0.3214|-3.3606|12.2914|19.2885|4.5668|-1.128
could||0.0|-6.7051|0.8661|1.912|0.3031|0.4566|10.2776|13.312|3.7763|3.8012
be||0.0|-5.0275|2.5648|3.5512|0.7938|1.6019|2.8766|10.2776|0.8955|0.7847
wrong||0.0|-4.3841|0.9714|2.5648|0.3497|1.1201|0.9862|2.8766|0.4087|-0.5269
in||0.0|2.3971|11.7576|11.7576|3.521|0.7054|18.7821|18.7821|5.2271|1.0361
washington||0.0|0.0|0.0|11.7576|0.0|0.0|0.0|18.7821|0.0|-0.3692
then|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
i||0.0|-6.8364|2.9508|8.2389|1.1604|4.9032|6.8797|6.9854|1.7357|0.0
remembered||0.0|-7.0395|0.8709|2.9508|0.3136|-2.1121|15.7967|19.3373|6.1629|0.641
it||0.0|-7.2145|5.6317|5.6317|1.9143|-3.3346|19.8332|19.8332|6.5268|1.3433
could||0.0|-10.2605|0.9746|5.6317|0.3024|-2.0702|14.6141|19.8332|6.3676|1.1816
be||0.0|-13.2545|4.5612|5.6269|1.4173|-8.1782|22.1558|22.1558|8.648|0.5752
a||0.0|-18.619|4.0306|9.216|1.0753|-2.4064|19.8873|23.1558|6.5961|-0.5269
bunch||0.0|0.0|0.0|20.2685|0.0|-4.3766|14.1661|19.8873|5.2547|-0.5269
of||0.0|0.0|0.0|0.0|0.0|-1.9661|22.8974|22.8974|7.3676|1.7274
things||0.0|5.6836|10.8856|11.432|2.9067|5.7633|9.8087|28.8941|2.9687|-1.0378
but|.|7.84|7.4195|9.6596|10.9484|2.7758|6.5108|10.3697|10.3697|3.455|-0.3465
what||0.0|7.3162|4.4843|9.6596|1.6681|0.1265|17.5368|17.9905|6.5188|-0.0009
