word|punctuation_before|pause_before|f0_mean|f0_range|f0_birange|f0_sd|i0_mean|i0_range|i0_birange|i0_sd|speech_rate_norm
of||0.0|1.8195|4.2705|6.5777|1.4794|1.875|12.0815|12.7312|4.0887|1.6187
a||0.0|0.8875|1.4368|4.2705|0.4473|7.7678|7.0588|13.2779|2.5931|1.6187
divergence||0.0|-0.3769|8.1563|8.1563|2.2244|6.2972|10.0687|10.0687|2.5426|-0.6781
in||0.96|-2.0007|0.9295|8.1563|0.2523|4.6469|30.9947|33.0472|9.3225|-0.0539
why||0.0|0.0927|4.3769|4.7832|1.5389|9.2452|3.9033|32.9331|1.3049|-0.5558
we're||0.0|-0.1961|5.7258|6.0952|1.4653|7.2854|7.3823|8.0524|2.4056|-0.0539
doing||0.0|-0.1688|7.3799|7.3799|2.3737|6.8394|11.4503|11.4826|3.1724|-0.7509
what||0.0|-0.221|1.0892|7.3799|0.3103|6.1532|10.5531|11.7784|3.6832|-0.0539
we're||0.0|-2.0277|3.9541|4.2252|1.5282|6.1065|11.5921|11.5921|3.9049|0.0747
doing||0.0|-2.0139|7.4435|7.4435|2.081|5.6644|17.058|17.058|4.5919|-1.1555
we've|.|0.43|0.0|0.0|7.4435|0.0|1.8362|24.9957|26.674|9.3233|0.6151
pretty||0.0|0.0|0.0|0.0|0.0|0.3487|26.0574|26.0574|10.2836|1.0284
much||0.0|15.7607|4.1977|18.0478|1.5077|4.1015|19.8213|26.4045|6.5918|-0.4257
accepted||0.0|4.3059|16.5233|20.9503|3.6341|2.0458|20.9088|20.9088|6.2899|0.1721
the||0.0|-3.2468|3.4017|19.0203|1.2281|3.3607|12.4668|20.9088|4.1461|1.2006
fact||0.0|-1.1041|4.5653|6.048|1.0287|0.1669|20.0726|20.0726|7.0067|-0.9461
though|,|0.0|-0.8845|1.8137|4.5653|0.5259|5.4122|13.7959|20.0726|4.8716|-0.0539
that|,|0.0|-4.3561|3.7423|5.9913|1.002|2.7474|16.5513|16.5513|5.2013|-0.826
we||0.0|-0.4783|5.1775|7.325|1.8653|7.605|4.4887|16.5513|0.9386|-0.4941
are||0.0|-0.893|1.9391|5.1775|0.643|7.7637|3.2409|4.4887|0.9731|1.6187
the||0.0|-4.1264|2.4505|5.1944|0.6236|4.8446|7.3275|8.3468|2.452|0.4022
women||0.0|-0.4234|7.9465|7.9465|2.7687|7.4969|5.7837|10.5957|1.764|-0.2158
in||0.0|-1.6674|2.4941|7.9465|0.8493|5.9913|3.1607|6.7622|0.8854|0.4022
the||0.0|-3.6571|0.9822|3.53|0.3038|7.0063|1.9516|3.7114|0.6034|0.8753
organization||0.0|-4.9151|7.2093|7.3728|1.6655|2.8472|16.6233|16.6233|4.4443|0.2248
at||0.0|-5.9207|1.6695|7.2093|0.6645|5.7987|1.4608|16.6233|0.6265|2.1763
b||0.0|0.0|0.0|6.7164|0.0|0.0|0.0|6.3644|0.0|0.0
m||0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
w||0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
b||0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
m||0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
w||0.0|-5.6558|6.2039|10.0819|1.13|5.3464|18.1878|18.1878|3.1698|0.0
is||0.0|-8.0788|1.396|6.2039|0.4763|1.115|2.7716|18.1878|1.0216|2.1763
a||0.0|-8.0767|0.5748|1.396|0.2989|-1.8801|1.5139|5.3668|0.8171|6.0793
very||0.0|-5.4395|3.0124|3.9708|0.8647|4.6343|9.8551|10.6028|2.5174|1.3957
manly||0.0|-5.3003|3.9952|3.9952|1.0411|4.9254|8.8546|9.8551|1.5299|-0.7085
type||0.0|-6.6093|3.454|5.1256|1.0007|-4.7178|23.483|23.483|8.4116|-0.9712
business||0.0|-6.5906|6.1295|6.1295|1.659|-2.4106|23.1593|23.7443|8.1241|0.2248
men|,|0.0|-6.2006|4.143|6.3226|1.1133|2.3042|21.8125|24.5326|4.8643|-0.826
men|,|0.0|-7.6391|2.3906|4.4386|0.7258|0.8221|10.5869|21.8125|3.1086|-0.6115
men|,|0.0|-7.6267|3.917|3.917|1.2166|2.539|9.3679|10.9437|2.8819|-0.5558
it's|;|0.0|-7.8917|1.5538|3.917|0.5226|-4.871|11.3303|17.6885|4.5131|-0.0539
engineers||0.0|-7.3271|5.4277|5.4277|1.2712|-2.756|26.0239|26.0239|8.6032|-0.7773
and|.|0.0|-7.6106|1.2619|5.4277|0.3483|-1.9615|27.8971|29.4798|9.248|-0.6622
we're||0.34|-2.0796|3.5054|7.8635|1.2716|6.3108|13.5642|30.7391|3.6369|-0.263
kind||0.0|-1.2323|3.6862|4.2016|1.0897|2.0684|15.7698|16.4337|6.0365|-0.4257
of||0.0|-6.3539|3.1023|7.4819|1.1344|2.0651|11.7853|15.7852|4.4354|1.2006
the||0.0|-7.9475|3.8001|6.44|1.4351|-0.1566|4.7546|11.7853|1.6135|1.2006
female||0.0|-5.9141|9.2499|9.2499|2.5716|1.4432|18.2666|18.2666|6.2935|-0.5558
side||0.0|-8.3082|0.8061|9.2499|0.2439|-1.6419|15.1406|18.2666|5.6326|-0.9461
to||0.0|-7.7667|0.2519|1.0834|0.0807|-7.515|9.3956|16.7596|4.1702|0.8753
that||0.0|-10.3636|3.4725|3.7086|1.1759|0.223|7.7407|14.5785|2.6957|-0.4257
that's|.|0.0|0.0|0.0|11.3395|0.0|0.0|0.0|7.7407|0.0|0.0
ok||0.0|-13.8927|4.206|16.801|1.2254|-5.7931|16.1496|16.1496|6.0264|0.0
that's|,|0.0|-1.3401|1.6217|15.9493|0.5095|-0.5398|15.025|21.3826|6.2174|-0.4257
cool||0.0|-3.5064|4.2862|4.3798|1.7921|-0.0411|18.8443|18.8443|8.1436|-0.4257
you|.|0.0|-3.2183|2.8156|4.2862|0.9755|1.1079|6.7951|18.8443|2.3234|0.8753
go||0.0|-0.6232|1.1341|4.302|0.3622|4.1992|6.0693|7.906|2.5324|1.6187
off||0.0|-2.4296|3.1713|3.8949|1.1086|2.1963|18.3101|18.3101|7.552|-0.1655
and||0.0|-3.8145|4.4139|5.5143|1.5142|2.6777|16.3694|18.3101|6.0576|0.6151
be||0.0|-5.651|1.8718|4.9|0.6071|5.7055|7.8522|17.3067|2.6357|0.2248
manly||0.0|-7.6463|4.3258|4.5029|1.3987|3.1775|9.3705|11.1153|2.134|-0.4941
we're|.|0.0|0.0|0.0|9.6023|0.0|0.0|0.0|9.3705|0.0|0.0
going||0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
to||0.0|-4.6429|5.132|7.5106|1.6243|5.0883|8.7032|8.7032|2.8387|0.0
be||0.0|-6.2544|2.3636|5.132|0.8157|3.6028|8.6023|9.8688|3.1948|0.6151
a||0.0|-5.7544|2.9455|3.121|1.1132|6.5906|0.6544|8.6243|0.2522|2.1763
little||0.0|-5.8963|1.6056|2.9455|0.557|6.1684|4.3837|4.3837|1.1697|1.6187
bit||0.0|-6.5656|1.8471|2.1902|0.6157|1.607|6.4561|9.5963|2.1898|-0.263
more||0.0|-8.3526|2.4016|3.6982|0.6404|3.9451|8.6438|8.6438|2.6681|-0.1655
female||0.0|-14.0995|10.9531|12.3603|4.0696|2.2227|18.6225|18.6225|5.4394|-0.826
because|.|0.7|-2.518|5.9754|19.4754|1.5612|-0.8409|21.3696|21.652|6.8329|-0.0539
what||0.0|-0.7402|3.2283|6.6527|1.0689|1.8743|19.0486|21.5181|6.8211|-0.4257
we're||0.0|-0.1678|2.6561|3.3858|0.8976|7.3212|6.1245|19.0486|1.5104|-0.4257
interested||0.0|-2.8475|6.7828|6.9027|2.3557|-0.3648|22.832|23.6348|7.4254|0.3549
in||0.0|-4.9125|1.7904|6.7828|0.5139|2.1939|19.8533|22.832|5.5373|-0.7509
is||0.88|-2.4764|7.5546|7.5546|2.8748|-0.6668|27.6773|27.6773|7.4654|-1.293
finding||0.4|-3.1297|6.0177|9.1791|1.4397|6.9055|11.5206|30.6793|2.1053|-0.1116
form||0.0|-2.2034|10.027|10.027|1.9681|2.4052|18.4786|21.3805|6.3268|-1.182
that's||0.0|0.0|0.0|10.027|0.0|0.0|0.0|18.4786|0.0|0.0
more||0.0|-1.8668|6.4721|6.4721|1.8701|4.9244|18.7833|18.7833|5.6933|0.0
than||0.0|-5.2953|2.4643|7.09|0.8818|4.4809|3.3215|18.7833|1.2848|0.6151
just||0.0|-6.6993|2.552|3.6653|0.6401|-5.1338|16.5769|19.2944|5.621|-0.5558
a||0.0|-7.0799|0.2875|2.552|0.0965|-8.87|9.572|16.9998|3.8144|2.1763
function||0.0|-7.6814|5.1409|5.1409|1.6128|-2.5196|21.6012|21.6012|6.0587|-0.6622
we're|.|0.67|-1.0209|3.8062|11.6416|1.3518|9.1176|1.059|23.402|0.3882|0.4022
interested||0.0|-0.0976|4.9647|4.9647|1.2482|2.0069|25.6164|25.6164|6.6867|0.5036
in||0.0|-3.6132|2.4399|6.7952|0.9114|6.79|3.1596|25.6164|1.1241|1.2006
finding||0.0|-2.9693|7.0277|7.0277|1.4696|3.898|17.3055|17.3055|5.3244|-0.7509
beauty||0.0|-2.6695|10.1327|10.1327|3.1238|4.9713|11.4211|17.3055|3.4239|-0.5257
that's||0.0|0.0|0.0|10.3004|0.0|0.0|0.0|11.4211|0.0|0.0
more||0.0|-1.4408|5.7418|5.7418|1.8764|5.822|23.3754|23.3754|6.4715|0.0
than||0.0|-4.3|3.5683|6.9778|1.0801|4.4368|9.2521|23.3754|2.943|-0.1655
just||0.0|-5.0134|5.0656|5.6357|1.1924|-2.1365|23.0757|23.0757|7.4067|-0.826
an||0.0|-4.6466|1.9024|5.0656|0.7509|2.5766|9.2049|23.0757|2.6389|1.2006
aesthetic||0.0|-5.6032|2.56|3.2233|0.5924|-2.169|27.2166|27.2166|7.7248|-0.3756
it's|;|0.36|-6.6783|3.1412|3.9488|1.0475|-3.1419|16.0739|27.2166|4.6959|-0.0539
really||0.0|-4.3819|1.806|4.6157|0.459|5.7647|19.7227|19.7227|5.2949|0.1468
a||0.0|-6.2746|1.5448|3.4693|0.5841|6.1397|3.4664|19.7227|1.6043|4.1278
truth||0.0|-6.0316|5.0367|5.0367|1.5327|-2.9482|23.0198|23.0198|6.6976|-1.2176
and|.|0.0|0.0|0.0|8.3596|0.0|0.0|0.0|23.0198|0.0|0.0
i||0.0|8.9627|1.5823|9.6968|0.617|8.4541|4.7609|10.1577|1.5975|0.0
think||0.0|5.1466|8.6398|9.0067|2.6001|0.1625|20.4088|20.4088|7.3943|-0.6622
this||0.0|0.5147|7.5441|14.1033|2.0035|1.0568|17.885|20.4088|6.4126|-0.4941
idea||0.0|-3.1643|8.1493|10.9694|2.2809|6.6687|15.1594|19.0893|4.0187|0.008
of||0.0|-3.3088|3.8472|8.1493|1.3219|2.5122|8.0801|15.1594|2.8575|0.8753
soul||0.0|-1.308|8.1682|8.1682|2.3301|0.4256|28.1302|28.1302|7.4837|-1.3297
as|,|0.0|-4.0384|4.7035|9.0082|1.6737|-0.1687|25.5231|28.1302|8.7799|0.0747
being||0.0|-4.2177|5.5654|5.8416|2.3243|4.2872|9.7892|26.1773|3.2183|-0.4941
at||0.0|-3.1782|1.0428|5.5654|0.4006|6.6696|0.4495|9.7892|0.1832|2.1763
the||0.0|-5.0609|2.1849|3.5482|0.7875|4.5199|6.6694|6.6694|2.7093|2.1763
heart||0.0|-4.1134|5.8886|5.8886|1.9583|4.8544|11.7926|11.7926|4.1215|-0.5558
of||0.0|-5.9065|3.1384|5.8886|1.2664|2.1806|7.8273|11.7926|3.3031|2.1763
great||0.0|-4.7947|5.1951|5.1951|1.7661|1.3688|20.1857|20.1857|6.4065|-0.7509
cars||0.0|-4.6605|5.5746|6.5129|1.8218|0.4177|18.7881|20.1857|6.8572|-1.1944
is|,|0.52|4.1789|4.0777|13.8662|1.3962|1.1882|4.9566|18.7881|2.0212|1.2006
very||0.0|8.282|6.7587|8.0115|2.407|5.8631|10.8973|11.3443|3.7347|0.6151
applicable||0.0|6.9367|9.1813|9.1813|3.1402|-2.0141|25.2747|26.3249|7.413|-0.0833
you|.|0.0|-0.9786|5.1747|14.476|1.9882|-0.069|30.4198|30.4198|11.7432|0.0747
all||0.0|-2.4912|2.6243|5.6836|0.8163|8.0992|5.6696|30.4874|1.4894|0.0747
know||0.0|-4.2873|1.8475|4.0505|0.4407|7.7207|1.8678|5.6696|0.5777|-0.4941
it||0.0|-5.6541|1.3611|2.6117|0.4551|0.9558|14.227|15.7994|5.0198|0.4022
you|.|0.54|-1.2203|0.2788|5.1074|0.0897|9.7216|2.5791|18.0433|0.7356|2.1763
know||0.0|-0.1355|1.8516|2.1192|0.6343|9.5998|3.8874|3.8874|1.2877|-0.0539
a||0.0|-1.1367|2.4507|3.2583|0.8771|8.5731|5.1732|6.6837|1.6448|1.6187
car||0.0|-1.5686|3.1048|3.1048|1.0569|3.6682|13.8369|13.8369|5.07|-0.8593
when||0.0|-3.6792|1.1212|4.0681|0.4547|6.0304|2.7801|13.8369|0.9799|0.6151
you've||0.0|-5.3661|2.5411|3.6764|0.7444|4.4359|13.4133|13.4133|5.0782|0.2248
seen||0.0|-3.248|3.3494|4.8036|1.0606|-0.3784|16.0099|17.0064|6.6921|-0.3491
it||0.0|-3.7184|2.3405|3.3494|0.9073|6.3806|3.335|16.27|1.3428|1.2006
with|,|0.0|4.6957|3.8427|12.1154|1.3858|0.4575|11.3904|13.578|4.6227|0.2248
soul||0.0|-2.6073|10.1459|14.2141|3.1708|1.4891|22.5364|22.5364|7.2871|-1.0937
you|.|0.0|0.0|0.0|10.1459|0.0|0.0|0.0|22.5364|0.0|0.0
know||0.0|-2.9937|1.2362|3.782|0.3731|6.54|6.7126|8.3264|1.8924|0.0
how||0.0|-2.8917|1.8403|1.8403|0.7055|7.0704|3.8507|7.1358|1.3582|0.4022
strong||0.0|-4.1256|2.6836|3.8485|0.8223|1.4608|24.2676|24.2676|7.6732|-1.1555
this||0.0|-6.4393|1.9708|4.0416|0.4735|-1.0009|14.2473|24.2676|4.2944|-0.4257
is||0.0|-6.3464|1.092|1.9708|0.2923|-3.0712|14.8329|17.8251|5.837|-0.7085
well|.|0.0|0.0|0.0|7.1046|0.0|0.0|0.0|14.8329|0.0|0.0
this|,|0.0|3.2021|4.5447|4.5447|1.2608|4.162|16.3911|16.3911|6.6718|0.0
experience||0.0|2.6521|7.4227|7.4227|2.3729|2.2063|25.1931|26.8731|7.2505|-0.5359
of||0.0|-2.6917|8.2314|12.0331|2.932|4.1135|12.3405|26.037|3.8194|0.0747
love||0.0|-1.9831|6.3283|8.2314|2.133|7.4412|15.3004|15.3004|4.6141|-1.0762
and|,|0.36|-2.8346|2.728|6.3283|1.0573|2.3531|22.3099|27.7282|6.6329|0.6151
the||0.0|-2.0258|1.642|2.8043|0.5487|6.3044|1.8095|23.5512|0.5893|2.1763
experience||0.0|-9.4801|12.6866|14.5559|2.6086|-1.3897|26.785|26.785|8.2811|-0.13
of||0.0|-14.312|6.1292|14.8229|2.0408|2.3033|10.01|26.785|2.7692|0.8753
design||0.0|-16.1908|6.439|7.5458|1.4943|2.6952|24.6602|24.6602|6.1388|-0.5843
to|,|0.0|-14.452|4.5452|7.3676|1.5337|-6.9853|19.5625|24.6602|5.4884|0.0747
me||0.0|-13.0136|1.8075|4.5452|0.5313|5.1535|10.5208|20.6491|3.4652|-0.4257
are|,|0.0|-2.2944|2.0616|13.0859|0.6602|1.6068|16.8281|19.048|5.4829|-0.0539
interchangeable||0.0|-4.9131|10.2272|10.2272|2.4878|-1.5683|21.3117|21.3117|6.2341|-0.1444
and|.|0.0|0.0|0.0|10.2272|0.0|0.0|0.0|21.3117|0.0|0.0
now||0.0|-2.6415|3.9459|4.3074|1.3895|8.0836|2.0147|9.3139|0.6233|0.0
i'm||0.0|0.0387|0.8078|4.6869|0.273|5.1553|16.9289|16.9289|5.5948|0.6151
coming||0.0|-1.4577|5.3393|5.4819|1.3218|2.5232|18.0385|18.9434|6.6426|0.3097
to||0.0|-2.0296|2.7459|5.3393|1.1862|-1.6552|9.1348|18.0385|3.0757|0.8753
my||0.0|-4.4722|1.8236|4.3856|0.4786|6.3015|2.3553|12.2406|0.7741|0.4022
story||0.0|-6.8269|2.9073|5.259|0.4575|0.0349|23.0899|23.0899|6.4871|-0.4941
i|.|0.84|11.1762|0.4765|20.1927|0.2228|10.612|1.7064|26.5143|0.8726|2.1763
discovered||0.0|7.4172|13.8442|13.8442|4.3032|4.1963|17.6432|18.0012|5.041|-0.4011
something||0.0|0.2242|6.6075|16.9831|2.0038|1.2535|19.3098|21.8784|6.6545|0.3396
about||0.0|-4.4672|4.2678|8.5869|1.1767|3.8196|15.0249|20.2668|4.4806|-0.2158
love||0.0|-5.3363|1.9789|4.2678|0.5613|5.328|11.5975|15.0249|2.6977|-0.6622
and||0.65|-4.3165|8.3499|8.3499|2.7936|3.2691|20.9757|20.9757|7.8862|-0.3491
design||0.0|-5.4072|4.255|8.3499|1.1802|4.7013|18.3038|20.9757|4.3764|-0.6859
through||0.0|0.0|0.0|7.5047|0.0|0.0|0.0|18.3038|0.0|0.0
a||0.0|-3.4778|3.5317|5.4021|1.0256|2.9111|18.8028|18.8028|6.9357|0.0
project||0.0|-1.2951|9.0547|9.187|2.5941|1.2356|23.6551|23.6551|7.2114|-0.7899
called||0.0|-2.0069|6.0791|9.2178|1.6984|1.4557|24.4083|24.6679|7.5026|-0.7899
deep||0.0|-1.5633|4.8805|6.0791|1.1469|3.0293|16.0034|24.4083|5.71|-0.3491
blue||0.0|-5.2843|13.6532|13.6532|5.4582|1.7338|23.0478|23.0478|6.3352|0.0
and|.|0.87|-0.2142|1.0603|13.6532|0.2115|0.2037|20.2166|23.0478|7.9591|-0.9948
first||0.0|-3.7627|6.0908|6.3985|1.8534|-2.9325|22.0475|22.0475|8.3985|-0.9191
of||0.0|-8.8486|7.0451|11.5943|2.6288|6.9441|8.096|22.0475|2.1273|1.2006
all||0.0|-11.1356|0.7464|7.0451|0.2522|9.5548|5.0515|9.0759|1.4508|0.0747
you|,|0.0|-11.7315|1.9148|2.1943|0.553|7.0747|4.0146|7.2957|1.1522|1.6187
have||0.0|-11.1582|4.8216|4.8216|1.639|3.9771|15.5528|15.5528|5.5244|-0.3491
to||0.0|-11.7034|3.6497|5.3455|1.1673|1.8489|15.2117|16.0541|5.7126|0.8753
go||0.0|-10.6989|6.4584|6.4584|1.4447|-1.3568|30.9018|30.9018|10.1469|-1.2487
with||0.0|-0.9507|11.0953|17.7407|3.9971|-3.9289|30.4413|31.3621|9.7327|-0.8903
me||0.0|-0.0812|5.7202|11.0953|1.8836|3.1671|16.7314|30.4413|4.3317|0.4022
for||0.0|-0.6541|1.6404|5.7202|0.5171|-2.3388|17.8632|18.5352|6.3625|0.6151
a||0.0|-1.7402|1.4395|2.4549|0.3988|2.0628|12.9735|17.8632|5.3751|0.8753
second||0.0|-0.5732|3.0462|3.6554|0.769|1.3894|19.8039|19.8039|6.7936|-0.263
and|,|0.0|0.0|0.0|3.0462|0.0|0.0|0.0|19.8039|0.0|0.0
say||0.0|-8.0804|10.4296|12.557|2.9597|-0.4881|26.3232|26.3232|8.9042|0.0
you|,|0.0|0.7918|1.2979|14.115|0.4245|6.2059|3.5972|26.3232|1.5274|0.8753
know||0.0|2.0675|4.2225|4.2225|1.5222|4.9628|9.9316|9.9316|3.478|0.0747
you|,|0.0|3.772|7.029|7.7737|2.763|3.0236|18.2511|18.2511|6.9054|0.0747
could||0.0|6.8877|8.2014|11.6872|2.3995|-1.4443|23.9098|23.9098|8.5814|1.6187
take||0.0|5.9255|3.3503|8.2014|1.0625|-1.8763|21.6457|23.9098|7.4901|-0.4941
the||0.0|3.2463|6.7688|7.0369|2.4116|1.1747|22.2303|22.2303|8.4878|0.8753
word||0.0|-0.5081|5.7992|11.9065|1.545|7.3617|7.6143|23.0957|2.1665|-0.6622
love||0.0|-0.8344|8.1035|8.1035|2.7019|3.6605|22.3906|22.3906|6.2123|-1.1412
out||0.0|-0.7368|3.936|8.1035|1.1283|1.2939|20.9679|24.5108|7.9512|0.0747
of||0.0|-3.5197|3.6666|6.6032|1.3998|3.8737|5.0707|20.9679|1.9879|1.6187
a||0.0|-3.7221|1.223|3.6666|0.4684|6.5101|4.4052|6.4293|1.5947|2.1763
lot||0.0|-0.8896|7.4947|7.4947|2.7347|4.8363|8.8919|9.52|2.2058|-0.6115
of||0.0|-0.799|4.9495|7.4947|1.5831|-2.4625|17.8977|18.3909|6.4658|0.8753
things||0.0|0.4828|1.0777|4.9495|0.2812|-0.1915|19.1787|19.543|6.3695|-0.7509
in||0.0|-1.6201|5.0761|5.0761|1.6149|0.2925|11.5177|19.1787|3.6495|0.6151
our||0.0|-4.478|1.7668|6.945|0.5069|1.4844|17.6249|17.6249|6.7039|0.0747
society||0.0|-2.9437|7.7836|7.7836|2.5741|0.0806|22.1321|22.1321|7.3811|-0.3756
put|,|0.0|13.9906|5.0159|22.7353|1.6756|2.5476|17.2963|23.0329|5.9417|0.2248
the||0.0|13.1688|3.175|5.0159|1.1358|2.7726|17.8486|18.0347|7.46|1.2006
word||0.0|11.2363|5.9275|7.815|1.8644|6.6408|9.5607|17.9386|3.1707|-0.4257
design||0.0|-1.1042|13.2766|19.7245|4.6546|3.4196|13.4259|15.7845|3.4606|-0.5257
in||0.0|-0.5932|1.246|13.2766|0.3866|5.982|2.457|13.4259|0.9377|0.6151
and|,|0.0|-1.8865|2.6073|2.8165|0.805|5.9352|4.4322|4.4322|1.6121|0.8753
it||0.0|-0.958|1.5023|2.9017|0.4724|-2.479|7.865|13.1283|2.7271|0.6151
still||0.0|-1.3922|2.9589|3.4425|0.7509|-3.8235|27.0922|27.0922|9.8416|-0.6115
works||0.0|-5.5443|3.8774|6.7027|1.1161|-5.8833|30.1335|32.1332|10.4507|-1.2675
like|,|0.0|-7.0707|3.6867|5.3723|0.91|-0.2237|29.8445|32.9607|8.1307|-0.9461
this||0.33|-3.8804|1.4046|5.5269|0.4479|1.8437|12.9046|29.8445|5.4184|0.4022
quote||0.0|-1.017|3.5541|4.988|0.9108|-2.2209|25.1423|25.1423|7.9672|-1.0379
here||0.0|-0.8194|4.1845|4.4938|1.1848|3.9545|13.4771|25.1423|4.1641|-0.8593
you|,|0.0|0.0|0.0|4.1845|0.0|0.0|0.0|13.4771|0.0|0.0
know||0.0|-0.8009|6.1009|6.1009|2.1856|-0.8582|18.5206|18.5206|5.8473|0.0
it|.|0.0|-0.3307|1.5423|6.1009|0.3685|-10.5957|18.3846|22.8339|4.6402|-1.0379
kind||0.0|-1.6106|3.6874|3.7956|0.82|0.6932|25.1475|28.5173|7.7844|-0.1655
of||0.0|-2.3998|3.5052|4.6919|1.2968|7.6798|3.8409|25.1475|1.3623|0.6151
works||0.0|-0.3623|7.9842|7.9842|2.8507|2.254|19.8282|19.8282|6.488|-1.0762
you|,|0.0|1.7274|0.8452|7.9842|0.2573|2.7651|18.6481|20.742|8.0529|0.4022
know||0.0|4.8933|5.4873|6.0534|1.8581|9.6337|2.7503|20.8813|0.7662|-0.6115
you|?|0.0|0.0|0.0|7.2254|0.0|0.0|0.0|11.1304|0.0|0.0
can||0.0|6.021|4.3902|8.1244|1.2656|1.2125|22.4801|22.4801|8.316|0.0
understand||0.0|-0.6752|8.0802|11.3868|2.0554|5.2674|16.9539|22.5374|4.7574|-0.3491
that||0.0|1.0723|8.0405|8.8338|2.8633|1.3423|21.1751|21.1751|8.1713|-1.0937
it|.|0.0|4.1949|0.2831|8.3521|0.0939|-11.3161|4.436|25.6632|1.514|2.1763
works||0.0|6.1702|3.1894|3.5005|1.1136|1.9065|27.8886|27.8886|9.3553|-0.7899
in||0.0|2.268|7.511|8.9313|2.5078|6.768|14.0301|27.8886|4.5226|0.0747
truisms||0.0|4.1954|8.2464|8.8479|2.5204|4.0738|19.5172|19.8643|5.7949|-1.4264
all|.|0.5|-1.63|2.8975|10.5448|1.0887|5.1727|2.4847|19.5172|0.8588|0.8753
is||0.0|-1.6177|1.0624|2.8975|0.3589|-1.1061|10.7365|12.3885|4.5986|1.2006
fair||0.0|-0.0166|2.1538|3.3601|0.4619|-2.0546|24.8524|24.8524|9.3129|-0.7085
in||0.0|-0.4038|1.0031|2.1538|0.3597|6.5111|2.7101|25.1831|0.9022|2.1763
design||0.0|-2.2246|5.2998|5.2998|1.5497|6.1389|8.9303|8.9303|2.3958|-0.3885
and||0.0|-1.4615|2.2552|5.2998|0.7525|7.5895|2.9836|8.9303|0.8798|0.0747
war||0.0|0.0656|5.5226|5.5226|1.8845|6.7013|8.9076|8.9076|2.5838|-0.8593
certainly|.|0.89|3.398|5.3007|9.2243|1.5027|2.155|15.4159|15.4159|5.3447|0.1721
we||0.0|0.9031|1.5654|6.3592|0.3966|8.3532|5.9889|15.4159|2.4404|0.4022
live||0.0|1.0406|2.2543|2.3352|0.6966|7.1272|10.518|10.518|3.4085|0.4022
in||0.0|0.3486|0.9807|2.2543|0.2954|5.2798|4.7144|10.518|1.6142|2.1763
a||0.0|-0.7212|2.8121|3.2783|0.9618|6.0018|4.9963|5.0136|1.607|2.1763
competitive||0.0|0.0298|5.1679|5.1679|1.1105|3.4505|18.1171|18.1171|5.8734|0.3097
society||0.0|0.6496|7.6139|7.6139|1.6218|1.9566|22.5912|23.3295|7.1324|-0.5359
i|.|0.46|12.5137|0.321|16.4257|0.1171|9.3551|4.6855|23.3326|2.3634|1.6187
think||0.0|16.029|5.2831|5.6979|1.6356|3.3602|22.1165|22.1297|7.4794|-0.9191
this||0.0|10.3518|7.2811|10.9369|1.4792|5.7093|15.1928|22.1165|4.7952|-0.6622
one||0.0|4.1594|11.9661|16.6508|3.7266|7.5359|13.368|15.1928|3.8002|-0.263
here||0.0|-7.2685|14.1369|23.8441|4.4395|6.081|16.7232|16.7232|4.9735|-1.0379
there's|,|0.0|-12.8001|1.4786|14.1369|0.4105|4.4462|16.4882|16.9415|4.6284|1.2006
a||0.0|-13.2055|2.2491|2.5269|0.5442|1.5677|14.3268|16.4882|4.4537|0.0747
pop||0.0|-16.8217|6.2188|6.6558|2.0917|-2.2193|22.7244|22.7244|7.0986|-0.7085
song||0.0|-19.2347|0.3408|6.6717|0.1467|3.9715|16.7157|22.7244|5.0869|-0.8593
that||0.0|-1.2399|3.4751|20.0882|0.9667|-4.423|17.7631|20.3608|6.1923|-0.0539
really||0.0|3.1712|6.9548|8.7028|2.2822|7.0813|12.4487|20.2235|2.6776|0.4022
describes||0.0|-1.1495|4.6116|9.4922|1.2|1.5611|23.1053|23.1053|6.6412|-0.826
philippe||0.0|-1.1342|6.2411|6.2411|1.7209|-1.032|20.6222|23.1053|7.8981|-0.1655
starck||0.0|-0.0915|2.798|6.2411|0.5878|-1.9323|29.8089|29.8089|9.5284|-0.9712
for||0.0|-2.0326|6.441|7.3308|2.5043|-2.1547|18.0912|29.8089|7.299|-0.1655
me||0.0|-5.245|1.4676|6.441|0.3987|3.6677|12.4225|18.0912|3.6701|-0.0539
you|,|0.0|0.0|0.0|5.89|0.0|0.0|0.0|12.4225|0.0|0.0
know||0.0|-1.7312|3.5225|3.7052|0.7798|-3.9083|33.1442|33.1442|11.233|0.0
this|,|0.0|-2.5534|2.1654|3.5225|0.5575|-3.6366|33.4576|34.1197|11.2228|-0.4257
is||0.0|-4.0258|5.5558|5.5558|2.1886|5.0604|13.9658|33.4576|4.5762|0.4022
like||0.0|-6.6967|5.1184|9.2565|1.4242|4.7459|15.2882|15.2882|4.682|-0.1655
you||0.0|0.0|0.0|10.067|0.0|0.0|0.0|15.2882|0.0|0.0
